N ORDEN,N CAMARA,BARRIOS,SINIESTRO,DIRECCION SINIESTRO,FECHA,HORA,CODIGO PARTICIPANTES,CODIGOS CAUSAS,SEMAFOROS,,,,
3197,508,La Perla,1,Libertad y 20 de Septiembre,02/09/25,18:35:00,A/B,NSD,NO,,,,
3198,314,Libertad,1,Libertad y Tandil,02/09/25,18:48:00,CTA/M,G,NO,,,,
3199,585,Centro,1,Colón y Salta,02/09/25,19:37:00,A/P,NSD,SI,,,,
3200,244,Colinas Peralta Ramos,1,Mario Bravo y Pescadores,02/09/25,20:27:00,A/M,NSD,SI,,,,
3201,30,Parque Luro,1,Constitución y Chubut,03/09/25,16:05:00,A/M,NR,NO,,,,
3202,440,Lomas de Stella Maris,1,Colón y Mendoza,03/09/25,18:00:00,A/M,NSD,NO,,,,
3203,137,Villa Primera,1,Libertad y Malvinas,03/09/25,18:16:00,A/M,NSD,NO,,,,
3204,290,Cerrito San Salvador,1,A. Korn y Fortunato de la Plaza,03/09/25,22:16:00,A/M,NR,NO,,,,
3205,54,Coronel Dorrego,1,Luro y Coronel Suarez,03/09/25,04:38:00,M,PC,SI,,,,
3206,262,La Perla,1,Bvd. P.P. Ramos y Berutti,04/09/25,10:49:00,A/A,VS,SI,,,,
3207,707,Sarmiento,1,Jara y Belgrano,04/09/25,13:22:00,CTA/M,NSD,SI,,,,
3208,288,Termas Huinco,1,Fortunato de la Plaza y Padre Dutto,04/09/25,13:24:00,A/M,NSD,NO,,,,
3209,468,Santa Monica,1,Magallanes y Polonia,04/09/25,14:28:00,A/M,NSD,SI,,,,
3210,134,Caisamar,1,Constitucion y Calasanz,04/09/25,18:13:00,A/M,NSD,NO,,,,
3211,358,Villa Lourdes,1,Juan B.Justo y Acha,05/09/25,00:03:00,A/M,NSD,SI,,,,
3212,741,Coronel Dorrego,1,Colon y J. F. Czetz,05/09/25,07:40:00,A/M,EV,NO,,,,
3213,76,Cerrito San Salvador,1,Cerrito y Vertiz,05/09/25,12:35:00,A/A,NR,NO,,,,
3214,679,Fortunato de la Plaza,1,Friuli y Azopardo,05/09/25,17:35:00,A/COL,NSD,NO,,,,
3215,448,Don Bosco,1,Jara y Garay,05/09/25,20:06:00,A/M,NSD,NO,,,,
3216,577,Las Heras,1,Mario Bravo y Tetamanti,06/09/25,05:10:00,COL/M,NSD,NO,,,,
3217,33,Puerto,1,Edison y 12 de Octubre,06/09/25,06:45:00,A/A,NSD,SI,,,,
3218,23,Don Bosco,1,Colon y Francia,06/09/25,06:46:00,A/P,NR,NO,,,,
3219,29,Constitución,1,Constitucion y Felix U. Camet,06/09/25,11:11:00,A/M,D,NO,,,,
3220,117,Don Bosco,1,San Juan y Belgrano,06/09/25,17:05:00,M/P,NSD,NO,,,,
3221,557,Villa Primera,1,Libertad y Mexico,06/09/25,17:48:00,A/M,EV,NO,,,,
3222,321,Las Americas,1,Ayolas y Carlos Gardel,06/09/25,17:26:00,M/M,NSD,NO,,,,
3223,438,Centro,1,Diagonal Alberdi y Santa Fe,06/09/25,18:16:00,B,NSD,NO,,,,
3224,693,Don Emilio,1,Canessa y Rosales,06/09/25,19:30:00,M,PC,NO,,,,
3225,13,Malvinas Argentinas,1,Alio e Ituzaingo,07/09/25,01:08:00,A/A,G,SI,,,,
3226,263,Parque Luro,1,Rejon y Libres del Sur,07/09/25,11:04:00,P,FV,NO,,,,
3227,67,San Jose,1,J.J. Paso y Catamarca,07/09/25,15:00:00,A/M,NR,NO,,,,
3228,479,San Jose,1,Matheu e Hipolito Yrigoyen,08/09/25,09:42:00,CTA/A,NSD,NO,,,,
3229,478,Plaza Mitre,1,Independencia y Alberti,08/09/25,13:15:00,A/M,NSD,SI,,,,
3230,67,San Jose,1,J.J. Paso y Catamarca,08/09/25,13:44:00,A/A,NR,NO,,,,
3231,702,San Jose,1,J. B. Justo y Catamarca,08/09/25,18:16:00,A/M,NSD,SI,,,,
3232,304,Florentino Ameghino,1,Carrillo y Bolivar,08/09/25,19:03:00,M,FV,NO,,,,
3233,433,Malvinas Argentinas,1,Libertad y Coronel Suarez,09/09/25,07:03:00,A/M,NSD,NO,,,,
3234,528,Coronel Dorrego,1,Moreno y A. Alio,09/09/25,12:15:00,A/B,NSD,NO,,,,
3235,612,Las Avenidas,1,Talcahuano y Gaboto,09/09/25,19:22:00,A/M,NR,NO,,,,
3236,729,Malvinas Argentinas,1,Berutti y Coronel Suárez,09/09/25,20:16:00,A/M,NSD,NO,,,,
3237,276,Punta Mogotes,1,Piedrabuena y Fortunato de la Plaza,09/09/25,20:22:00,A/A,NSD,NO,,,,
3238,365,Primera Junta,1,Juan B. Justo y Mateotti,10/09/25,12:05:00,A/A,NSD,SI,,,,
3239,255,Caisamar,1,De la Paollera y Alfonsina Storni,10/09/25,18:50:00,A/A/M,NSD,NO,,,,
3240,391,El Progreso,1,Tripulante Fournier y J. P. Ramos,10/09/25,21:10:00,CTA/P,NSD,SI,,,,
3241,136,Los Andes,1,Colón y Mexico,12/09/25,14:44:00,A/M,NSD,NO,,,,
3242,24,Coronel Dorrego,1,Colon y Calaza,12/09/25,16:02:00,A/M,EV,NO,,,,
3243,137,Villa Primera,1,T. Bronzini y Libertad,12/09/25,16:28:00,A/POL,G,SI,,,,
3244,209,Rumenco,1,Newbery y Del Valle M. Remedios,12/09/25,17:34:00,A/M,NSD,NO,,,,
3245,417,General Pueyrredon,1,Castex y Genova,12/09/25,18:09:00,A/M,NSD,NO,,,,
3246,291,Cerrito San Salvador,1,Lebenshon y Cerrito,12/09/25,23:09:00,A/M,NSD,NO,,,,
3247,241,Nuevo Golf,1,Cerrito y Calle 73,13/09/25,19:16:00,A/A,NSD,NO,,,,
3248,622,Las Americas,1,Juan B. Justo y Tres Arroyos,14/09/25,14:37:00,A/A,D,SI,,,,
3249,365,Primera Junta,1,Juan B. justo y Santiago del Estero,14/09/25,01:35:00,A/A/A,NSD,SI,,,,
3250,78,El Progreso,1,Vertiz y Dellepiane,15/09/25,16:42:00,A,NSD,NO,,,,
3251,54,Coronel Dorrego,1,Luro y Alio,15/09/25,18:48:00,M/B,NSD,SI,,,,
3252,442,Playa Grande,1,Castelli y Bvd. P.P. Ramos,15/09/25,22:49:00,A/A,NSD,NO,,,,
3253,477,San Jose,1,Independencia y San Lorenzo,16/09/25,12:48:00,A/M,NSD,SI,,,,
3254,410,Primera Junta,1,J.J. Paso y Corrientes,16/09/25,13:10:00,A/M,NR,NO,,,,
3255,621,Bosque Grande,1,Polonia y Tripulante Fournier,16/09/25,10:20:00,A/M,EV,NO,,,,
3256,304,Florentino Ameghino,1,Luro y Angelelli,16/09/25,17:30:00,A/M,NSD,NO,,,,
3257,478,Plaza Mitre,1,Independencia y Alberti,17/09/25,18:31:00,A/P,NSD,SI,,,,
3258,125,Villa Primera,1,Libertad y Champagnat,17/09/25,18:55:00,A/M,NSD,NO,,,,
3259,63,Cerrito Sur,1,B. Linch y Diagonal Gascon,19/09/25,14:23:00,A/M,NSD,NO,,,,
3260,433,Malvinas Argentinas,1,Libertad y Arrue,19/09/25,14:42:00,A/M,NSD,NO,,,,
3261,62,Malvinas Argentinas,1,Antartida Argentina y Garcia Lorca,19/09/25,15:33:00,A/M,NSD,NO,,,,
3262,462,Fortunato de la Plaza,1,Fortunato de la Plaza y Gonzalez Chavez,19/09/25,16:50:00,A/M,NSD,NO,,,,
3263,431,Villa Primera,1,Libertad y Neuquen,19/09/25,20:23:00,A/M,NSD,NO,,,,
3264,276,Punta Mogotes,1,Fortunato de la Plaza y Piedrabuena,19/09/25,22:15:00,A/M,NSD,NO,,,,
3265,232,Cerrito San Salvador,1,Arana Goiri y Marcelo T. de Alvear,19/09/25,23:20:00,A/M,EV,NO,,,,
3266,328,Jorge Newbery,1,Luro y Errea,20/09/25,15:34:00,A/A,EV,SI,,,,
3267,476,San Jose,1,Independencia y R. Peña,20/09/25,15:49:00,A/P,G,SI,,,,
3268,356,Villa Lourdes,1,P. Dutto y Ayolas,20/09/25,16:26:00,A/M,NSD,NO,,,,
3269,134,Caisamar,1,Constitucion y Calaza,20/09/25,20:22:00,CTA/M,NSD,NO,,,,
3270,447,Bernardino Rivadavia,1,Jara y Almafuerte,21/09/25,06:33:00,A/B,NSD,NO,,,,
3271,264,Los Pinares,1,Carballo y Cardiel,21/09/25,11:56:00,A/M,GIRO ,NO,,,,
3272,478,Plaza Mitre,1,Independencia y Gascon,21/09/25,13:27:00,A/P,GIRO ,SI,,,,
3273,405,Bosque Grande,1,Polonia y Azopardo,22/09/25,11:07:00,A/M,NSD,NO,,,,
3274,380,Lomas de Stella Maris,1,Viamonte y Alte Brown,22/09/25,14:44:00,A/A,PC,NO,,,,
3275,133,Caisamar,1,Constitucion y Roffo,22/09/25,15:47:00,A,PC,NO,,,,
3276,23,Don Bosco,1,Colon y Marconi,23/09/25,06:55:00,A,PC,NO,,,,
3277,498,Zacagnini,1,Felix U. Camet y Beltran,23/09/25,10:10:00,A/M,NSD,NO,,,,
3278,139,Villa Primera,1,Champagnat y Zabala ,23/09/25,10:27:00,CAM/M,NSD,NO,,,,
3279,706,9 de Julio,1,Champagnat y Luro,23/09/25,11:34:00,A/B,NR,NO,,,,
3280,390,El Progreso,1,Jacinto Peralta Ramos y San Salvador,24/09/25,16:39:00,A/M,NR,NO,,,,
3281,416,General Pueyrredón,1,Genova y Pehuajo,24/09/25,21:50:00,A/P,NSD,NO,,,,
3282,63,Cerrito Sur,1,Diagonal Gascon y Benito Linch,24/09/25,22:17:00,A/M,NSD,NO,,,,
3283,262,La Perla,1,Felix U. Camet y Falkner,25/09/25,08:09:00,A/M,VS,SI,,,,
3284,359,Cerrito Sur,1,Gianelli y Bouchard,25/09/25,19:54:00,A/M,NSD,NO,,,,
3285,116,El Gaucho,1,12 de Octubre y Vignolo,26/09/25,14:02:00,A/M,NSD,NO,,,,
3286,498,Zacagnini,1,Ruta 11 y Godoy Cruz,28/09/25,21:24:00,M/CABALLO,NSD,NO,,,,
3287,711,Bernardino Rivadavia,1,Castelli y Perú,29/09/25,13:37:00,COL/A,NSD,NO,,,,
3288,289,Juramento,1,Diagonal Gascón y Calabria,29/09/25,16:39:00,CTA/M,EV,NO,,,,
3289,328,Jorge Newbery,1,Luro y Guayana,29/09/25,18:04:00,A/PERRO,NSD,NO,,,,
3290,746,Jorge Newbery,1,Rep. Arabe Siria y Moreno,30/09/25,13:17:00,COL/P,G,NO,,,,
3291,60,9 de Julio,1,Luro y Bordabhere,30/09/25,17:33:00,A/M/PERRO,NSD,NO,,,,
3292,407,Primera Junta,1,Matheu y Corrientes,30/09/25,18:22:00,A/M,NR,NO,,,,
3293,130,Los Pinares,1,F. Acosta y Ruta 2,30/09/25,21:10:00,A/B,NSD,NO,,,,
3294,289,Juramento,1,Diag. Gascón y Juramento,30/09/25,21:58:00,M/M,NSD,NO,,,,
3295,627,Punta Mogotes,1,De los Trabajadores y Fortunato de la Plaza,30/09/25,23:11:00,M/P,NSD,NO,,,,
3296,448,Don Bosco,1,Jara y Garay ,01/10/25,01:50:00,A,NSD,NO,,,,
3297,623,Regional,1,Juan B. Justo y Pablo Albarracin,01/10/25,06:04:00,A/M,EV,NO,,,,
3298,652,Fortunato de la Plaza,1,Castex y Tripulantes Fournier,01/10/25,17:16:00,CAM/M,NR,NO,,,,
3299,421,Pinos de Anchorena,1,Funes y Saavedra,01/10/25,18:40:00,B/PERRO,NSD,NO,,,,
3300,478,Plaza Mitre,1,Independencia y Alberti,02/10/25,14:18:00,M/COL,NSD,SI,,,,
3301,251,Constitución,1,F. U. Camet y Sagastizabal,02/10/25,15:36:00,CTA/COL,NSD,NO,,,,
3302,10,Regional,1,Alvarado y Tres Arroyos,03/10/25,16:19:00,A/M,NSD,NO,,,,
3303,350,Las Avenidas,1,Azopardo y Galicia,03/10/25,11:40:00,A/B,NSD,NO,,,,
3304,22,Coronel Dorrego,1,A. Alio y Colón,03/10/25,16:17:00,A/M,G,NO,,,,
3305,43,San Carlos,1,J. B. Justo y P. Dutto,03/10/25,17:25:00,A/M,NSD,NO,,,,
3306,393,Pinos de Anchorena,1,San Juan y Avellaneda,04/10/25,10:15:00,CTA/M,NSD,NO,,,,
3307,483,Don Bosco,1,Colón y Funes,04/10/25,14:20:00,CTA/M,NSD,SI,,,,
3308,492,San Patricio,1,Calle 473 y Colectora,04/10/25,16:16:00,A/M,NSD,NO,,,,
3309,279,Termas Huincó ,1,Calabria y Tomas Edison,04/10/25,19:09:00,A,NSD,NO,,,,
3310,596,Centro,1,Independencia y San Martin,04/10/25,19:32:00,M/POLICÍA,NSD,NO,,,,
3311,14,Malvinas Argentinas,1,Estado de Israel y Berutti,05/10/25,04:27:00,A/M,NSD,NO,,,,
3312,2,Las Avenidas,1,Talcahuano y Magallanes,05/10/25,13:53:00,A/M,NR,NO,,,,
3313,581,Centro,1,Independencia y Belgrano,05/10/25,20:45:00,COL/M,VS,SI,,,,
3314,68,San Jose,1,Paso y Dorrego,05/10/25,22:45:00,A/A,NSD,NO,,,,
3315,125,Villa Primera,1,Villa Primera,05/10/25,21:50:00,POLICÍA/A,NSD,NO,,,,
3316,145,Santa Monica,1,Polonia y Solis,05/10/25,22:38:00,A/B,NSD,NO,,,,
3317,678,Santa Rita,1,Vertiz y Camusso,06/10/25,03:20:00,A/A,EV,NO,,,,
3318,684,Aeroparque,1,Ruta 2 y Rotonda del Aeropuerto,06/10/25,17:51:00,CTA,PC,NO,,,,
3319,409,Primera Junta,1,J.J. Paso y Santiago del Estero,06/10/25,07:57:00,M/A,EV,NO,,,,
3320,329,Libertad,1,Luro y Canada,06/10/25,14:23:00,A/M,D,NO,,,,
3321,75,Colinas Peralta Ramos,1,Acha y Vertiz,06/10/25,18:21:00,A/CAM,NSD,NO,,,,
3322,299,Florencio Sánchez,1,Talcahuano y Napoles,06/10/25,18:41:00,A/M,NSD,NO,,,,
3323,476,San Jose,1,Independencia  y San Lorenzo,06/10/25,23:05:00,A/M,NSD,SI,,,,
3324,376,San Carlos,1,J.J. Paso y Bs. Aires,07/10/25,08:11:00,CAM/B,NSD,NO,,,,
3325,139,Villa Primera,1,Champagnat y Berutti,07/10/25,14:33:00,A/M,NSD,NO,,,,
3326,679,Fortunato de la Plaza,1,Vertiz y Friulli,07/10/25,14:43:00,A/M,EV,NO,,,,
3327,334,Jorge Newbery,1,Colon y Guayana,07/10/25,15:30:00,M,NSD,NO,,,,
3328,139,Villa Primera,1,Champagnat y Berutti,08/10/25,06:29:00,A/M,NSD,NO,,,,
3329,586,Los Andes,1,Champagnat y Alberti,08/10/25,07:34:00,CAM/M,NSD,NO,,,,
3330,207,Puerto,1,Ortiz de Zarate y De los Trabajadores,08/10/25,08:15:00,A/M,NSD,SI,,,,
3331,135,Bernardino Rivadavia,1,Jara y San Lorenzo,08/10/25,16:45:00,A/M,NSD,NO,,,,
3332,708,Puerto,1,Juan B. Justo y De los Trabajadores,08/10/25,19:25:00,A/M,NSD,SI,,,,
3333,292,Cerrito Sur,1,Guiraldes y Cerrito,08/10/25,21:26:00,M/M,NSD,NO,,,,
3334,707,Sarmiento,1,Jara y 25 de Mayo,09/10/25,10:04:00,M,NSD,NO,,,,
3335,480,Plaza Mitre,1,Mitre y Gascon,09/10/25,13:26:00,A/M,G,NO,,,,
3336,253,Constitución,1,Daprotis y Tejedor,09/10/25,20:29:00,A/M,NSD,NO,,,,
3337,43,San Carlos,1,Juan B. Justo y Juramento,10/10/25,00:35:00,COL/A/A,NSD,NO,,,,
3338,140,9 de Julio,1,Remedios de Escalada y Balcarce,10/10/25,17:35:00,A/M,NSD,NO,,,,
3339,413,Coronel Dorrego,1,Colon y Coronel Suarez,10/10/25,18:40:00,A/M,NSD,NO,,,,
3340,498,Zacagnini,1,Felix U. Camet y Mansilla,10/10/25,18:58:00,B,NSD,SI,,,,
3341,210,El Progreso,1,Fortunato de la Plaza y Bestoso,11/10/25,20:02:00,M/M,EV,NO,,,,
3342,371,San Carlos,1,J. J. Paso y Alem,11/10/25,07:30:00,CTA/M,D,NO,,,,
3343,596,Centro,1,Luro y Jujuy,11/10/25,13:52:00,CTA/P,NSD,SI,,,,
3344,522,Centro,1,Santiago del Estero y Moreno,11/10/25,14:32:00,A/M,NSD,NO,,,,
3345,125,Villa Primera,1,Champagnat y Ayacucho,12/10/25,06:44:00,A/A,NSD,NO,,,,
3346,294,Cerrito San Salvador,1,J. Marti y Fortunato de la Plaza,13/10/25,13:32:00,A/B,NSD,NO,,,,
3347,227,General Belgrano,1,Carlos Gardel y Vertiz,13/10/25,14:02:00,M,NSD,NO,,,,
3348,116,El Gaucho,1,Ruta 88 e Irala,13/10/25,17:50:00,A/A/A,NSD,SI,,,,
3349,485,Los Andes,1,Colon y Malvinas,13/10/25,21:11:00,A/A,EV,NO,,,,
3350,270,Punta Mogotes,1,Mario Bravo y de Andrea,14/10/25,02:12:00,M,NSD,NO,,,,
3351,262,La Perla,1,Bvd. Patricio Peralta Ramos y Brandsen,14/10/25,07:47:00,A/M,NSD,SI,,,,
3352,255,Caisamar,1,Bvd. Patricio Peralta Ramos y Brandsen,14/10/25,07:58:00,CTA/M,G,NO,,,,
3353,305,Libertad,1,Luro y Chilavert,14/10/25,12:36:00,A/P,NSD,NO,,,,
3354,524,Don Bosco,1,Jujuy y Rivadavia,14/10/25,17:18:00,A/B,NSD,NO,,,,
3355,377,San Carlos,1,Azcuenaga y Sarmiento,14/10/25,18:02:00,A/A,NR,NO,,,,
3356,401,Bosque Grande,1,Goñi y Fortunato de la Plaza,14/10/25,18:19:00,M,NSD,NO,,,,
3357,709,Peralta Ramos Oeste,1,12 de octubre y Canosa,14/10/25,23:28:00,M,NSD,NO,,,,
3358,453,Caisamar,1,Marcos Sastre y Acevedo,15/10/25,13:34:00,A/B,D,NO,,,,
3359,406,Santa Mónica,1,Irala y Polonia,15/10/25,20:43:00,M/M,NSD,SI,,,,
3360,211,Puerto,1,F. Alcorta y Ayolas,16/10/25,12:57:00,A/P,NSD,NO,,,,
3361,693,Don Emilio,1,Rosales y Finochietto,16/10/25,14:00:00,CAM,NSD,NO,,,,
3362,702,San Jose,1,Juan B. Justo y Florencio Sanchez,16/10/25,22:42:00,M/A,NSD,NO,,,,
3363,10,Regional,1,Alvarado y Tres Arroyos,17/10/25,12:32:00,A/B,NSD,NO,,,,
3364,367,Villa Lourdes,1,Pringles y Guemes,17/10/25,13:27:00,A/M,NSD,NO,,,,
3365,503,Constitución,1,Blas Parera y Constitución,17/10/25,14:45:00,A/M,NSD,NO,,,,
3366,304,Florentino Ameghino,1,Luro y Angeleli,17/10/25,16:45:00,A/A,NSD,NO,,,,
3367,272,Jardín Peralta Ramos,1,Tetamanti y Fortunato de la Plaza,17/10/25,18:30:00,M/A,D,NO,,,,
3368,686,Libertad,1,Leguizamon y Berutti,17/10/25,23:38:00,M/A,NR,NO,,,,
3369,314,Libertad,1,Libertad y Tandil,18/10/25,15:54:00,M/A,G,NO,,,,
3370,23,Don Bosco,1,Colón y Jara,18/10/25,17:29:00,A/A,NSD,SI,,,,
3371,355,Villa Lourdes,1,Cerrito y Ayolas ,18/10/25,17:14:00,A/M,NSD,NO,,,,
3372,130,Los Pinares,1,De la Paollera y Zaballa,18/10/25,20:33:00,A/B,NSD,NO,,,,
3373,258,Villa Primera,1,Jara y Brandsen,19/10/25,09:40:00,A/A,NSD,NO,,,,
3374,355,Villa Lourdes,1,Colon y Leguizamon,19/10/25,11:55:00,M/A,G,SI,,,,
3375,364,San Jacinto,1,Dietsch y Ruta 11,19/10/25,17:08:00,A/M,NSD,NO,,,,
3376,522,Centro,1,Belgrano y Santa Fe,19/10/25,18:40:00,A/M,NSD,SI,,,,
3377,706,9 de Julio,1,Champagnat y 9 de Julio,20/10/25,07:44:00,A/A/A/A,NSD,NO,,,,
3378,466,Santa Mónica,1,12 de Octubre y Camusso,20/10/25,11:14:00,CTA/CTA,NR,NO,,,,
3379,11,Don Bosco,1,Luro y Dorrego,20/10/25,12:57:00,A/P,NSD,SI,,,,
3380,299,Florencio Sánchez,1,Talcahuano y Guiraldes,20/10/25,16:07:00,M/M,NSD,NO,,,,
3381,255,Caisamar,1,De la Paollera y Alfonsina Storni,21/10/25,13:53:00,A,NSD,NO,,,,
3382,88,San Jose,1,Dorrego y Matheu,21/10/25,18:44:00,CTA/M,NSD,NO,,,,
3383,615,Batán,1,Centenario y Hugo del Carril,21/10/25,18:49:00,M/M,NSD,NO,,,,
3384,570,Vieja Terminal,1,Lamadrid y Alberti,21/10/25,20:21:00,A/B,NSD,NO,,,,
3385,214,Villa Lourdes,1,juan B. Justo y P. Dutto,23/10/25,08:35:00,P/B,VS,SI,,,,
3386,11,Don Bosco,1,Luro y Dorrego,23/10/25,11:08:00,A/B,NSD,SI,,,,
3387,288,Termas Huincó ,1,Fortunato de la Plaza y Triunvirato,23/10/25,11:13:00,A/A,D,SI,,,,
3388,329,Libertad,1,Luro y Portugal,23/10/25,12:56:00,A/A,MR,NO,,,,
3389,33,Puerto,1,Edison y Magallanes,23/10/25,19:11:00,A/A,NSD,SI,,,,
3390,125,Villa Primera,1,Champagnat y Chacabuco,24/10/25,13:52:00,A/A/A/A,NSD,NO,,,,
3391,709,Peralta Ramos Oeste,1,12 de Octubre y Pehuajo,24/10/25,17:11:00,A/P,NSD,NO,,,,
3392,685,Félix U. Camet,1,Ruta 11 e Isla Vigia,25/10/25,06:27:00,A/CTA,NSD,SI,,,,
3393,213,Villa Evita,1,Fortunato de la Plaza y Namuncura,25/10/25,07:03:00,CAM/M,NSD,NO,,,,
3394,244,Colinas Peralta Ramos,1,Mario Bravo y Edison,25/10/25,21:41:00,M,EV,SI,,,,
3395,328,Jorge Newbery,1,Luro y Errea,25/10/25,22:22:00,M/A,EV,SI,,,,
3396,246,Libertad,1,Tarantino y Rivadavia,26/10/25,06:31:00,A/COL,NSD,NO,,,,
3397,532,Libertad,1,Luro y Leguizamon,26/10/25,18:09:00,A/M,VS,SI,,,,
3398,652,Fortunato de la Plaza,1,Lebenshon y J. P. Ramos,27/10/25,00:18:00,M/POLICÍA,PERSECUCIÓN,NO,,,,
3399,399,Bernardino Rivadavia,1,Matheu y Chile,27/10/25,09:24:00,CTA/B,NSD,NO,,,,
3400,579,Vieja Terminal,1,Olavarria y Garay,27/10/25,11:05:00,CTA/P,G,NO,,,,
3401,294,Cerrito San Salvador,1,Fortunato de la Plaza y J. Marti,27/10/25,16:00:00,A/P,NSD,SI,,,,
3402,142,Los Pinares,1,Strobell y De la Paolera,27/10/25,16:11:00,A/M,NSD,NO,,,,
3403,432,Libertad,1,Libertad y Amaya,28/10/25,07:37:00,CTA/M,NSD,NO,,,,
3404,595,Peralta Ramos Oeste,1,Lisandro de La Torre y El Cano,28/10/25,07:52:00,A/B,NSD,NO,,,,
3405,585,Centro,1,Colón y La Rioja,28/10/25,15:01:00,A/M,G,SI,,,,
3406,391,El Progreso,1,J. P. Ramos y Bouchard,28/10/25,17:50:00,M,PC,NO,,,,
3407,311,Libertad,1,Errea y Brandsen,28/10/25,19:48:00,A/B,NR,NO,,,,
3408,246,Libertad,1,Tarantino y Belgrano,28/10/25,21:21:00,A/M,NSD,NO,,,,
3409,425,San Jose,1,J. J. Paso y 20 de Septiembre,29/10/25,12:14:00,A/B,NSD,NO,,,,
3410,587,Parque Luro,1,F. U.Camet y Lopez de Gomara,29/10/25,15:33:00,COL/P,NSD,NO,,,,
3411,305,Libertad,1,Luro y Tandil,29/10/25,17:37:00,M,NSD,NO,,,,
3412,294,Cerrito San Salvador,1,Fotunato de la Plaza y Gianelli,29/10/25,21:26:00,A/M,NSD,NO,,,,
3413,481,San Juan,1,Rawson y Dorrego,29/12/25,22:07:00,A/CTA/M,NSD,NO,,,,
3414,44,Bernardino Rivadavia,1,J. B. Justo y Reforma Universitaria,30/12/25,09:00:00,A/B,NSD,SI,,,,
3415,396,Belisario Roldan,1,Castelli y Termas de Rio Hondo,30/12/25,10:34:00,M,NSD,NO,,,,
3416,134,Caisamar,1,Constitución y Calazans,30/10/25,20:02:00,CTA/B,NSD,NO,,,,
3417,29,Constitución,1,F. U. Camet y Valencia,31/10/25,07:03:00,CTA/CTA/A,NSD,NO,,,,
3418,340,San Cayetano,1,Colon y Nasser ,31/10/25,14:38:00,A/M,IC,NO,,,,
3419,550,Lomas de Stella Maris,1,Garay y Mendoza,31/10/25,15:46:00,A/A,NSD,NO,,,,
3420,372,San Carlos,1,J.J. Paso y General Rivas,31/10/25,17:50:00,A/A,NSD,NO,,,,
3421,158,Peralta Ramos Oeste,1,San Salvador y Republica de Cuba,31/10/25,20:50:00,A/P,NSD,NO,,,,
3422,288,Termas Huincó ,1,Fortunato de la Plaza y Dutto,01/11/25,13:48:00,A/M,NR,NO,,,,
3423,103,Macrocentro,1,Colón y Lamadrid,01/11/25,15:53:00,A/A,NSD,SI,,,,
3424,79,El Progreso,1,J.P. Ramos y Genova,02/11/25,21:52:00,A/P,PI,NO,,,,
3425,707,Sarmiento,1,Jara y Belgrano,02/11/25,18:22:00,A/M,NSD,SI,,,,
3426,521,Centro,1,Belgrano y San Luis,02/11/25,20:14:00,A/B,NSD,SI,,,,
3427,708,Puerto,1,Formosa y Bvd. P.P. Ramos,03/11/25,00:00:00,M,NSD,SI,,,,
3428,43,San Carlos,1,J.B. Justo y Bosch,03/11/25,13:45:00,CTA/P,NSD,SI,,,,
3429,35,El Progreso,1,Fortunato de la Plaza y Del Riego,03/11/25,15:31:00,A/M,NSD,NO,,,,
3430,22,Coronel Dorrego,1,Colón y Leguizamon,03/11/25,16:11:00,A/B,NSD,NO,,,,
3431,390,El Progreso,1,O. de Zarate y J.P. Ramos,03/11/25,17:08:00,M/M,NSD,SI,,,,
3432,138,Villa Primera,1,Berutti y Juncal,04/11/25,09:11:00,A/A,NSD,NO,,,,
3433,375,San Carlos,1,J.J. Paso y Mendoza,04/11/25,19:26:00,A/A,EV,NO,,,,
3434,16,Belisario Roldan,1,Alvarado y Albarracin,06/11/25,11:43:00,A/P,NSD,NO,,,,
3435,710,Bernardino Rivadavia,1,1º de Mayo y R. Peña,06/11/25,12:58:00,CTA/M,NSD,NO,,,,
3436,116,El Gaucho,1,J.B. Justo y Champagnat,06/11/25,13:32:00,COL/M,NSD,NO,,,,
3437,477,San Jose,1,Independencia y Garay,06/11/25,18:30:00,A/M,NSD,SI,,,,
3438,67,San Jose,1,J.B. Justo e Independencia,06/11/25,21:24:00,A/A/A,NSD,SI,,,,
3439,367,Villa Lourdes,1,Pringles y Guemes,07/11/25,10:19:00,A/A,NSD,NO,,,,
3440,328,Jorge Newbery,1,Luro y Rep. Arabe Siria,07/11/25,13:14:00,A/A,NSD,SI,,,,
3441,328,Jorge Newbery,1,Luro y Rep. Arabe Siria,07/11/25,13:14:00,A/A,D,SI,,,,
3442,137,Villa Primera,1,Libertad y Peru,07/11/25,16:20:00,A/B,NSD,NO,,,,
3443,209,Rumenco,1,Newbery ,07/11/25,19:18:00,CTA/M,NSD,NO,,,,
3444,35,El Progreso,1,Fortunato de la Plaza y  Valentini,07/11/25,22:03:00,A/M,NSD,SI,,,,
3445,301,San Salvador,1,Cerrito y Tripulantes Fournier,07/11/25,23:09:00,M/A,NSD,NO,,,,
3446,328,Jorge Newbery,1,Luro y Venezuela,08/11/25,03:53:00,A/A,MR,NO,,,,
3447,742,Jorge Newbery,1,Alberti y Czetz,08/11/25,09:20:00,A/M,NSD,NO,,,,
3448,202,La Perla,1,Independencia y Tres de Febrero,08/11/25,13:07:00,A/P,D,SI,,,,
3449,586,Los Andes,1,Champagnat y Rivadavia,08/11/25,14:09:00,A/A,D,SI,,,,
3450,440,Lomas de Stella Maris,1,Colon y Mendoza,08/11/25,16:08:00,A/M,NSD,NO,,,,
