Real,Evento,año,mes,Tipo de Evento,Origen,N.º Cámara,Cámaras,Direccion 0,Direccion,Resultado,CIUDAD,PROVINCIA,PAIS,ENLACE,Longitud y Latitud,,,
30973,1,2024,11,Robo/Hurto Automotor,CATE 911,6089,SIN,Mitre Bartolome,Almafuerte,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Mitre Bartolome y Almafuerte , Buenos Aires , Argentina,-38.01676, -57.5637
30986,1,2024,11,Robo/Hurto Automotor,CATE 911,6090,SIN,Avenida Independencia,Falucho,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Independencia y Falucho , Buenos Aires , Argentina,-38.00205, -57.55753
30994,1,2024,11,Robo/Hurto Automotor,CATE 911,85,CON,San Luis,Juan Bautista Alberdi,Secuestro De Vehiculo,Mar del Plata,Buenos Aires,Argentina,San Luis y Juan Bautista Alberdi , Buenos Aires , Argentina,-37.997893, -57.5470348
30999,1,2024,11,Robo/Hurto Automotor,CATE 911,6091,SIN,Jose Dutto Padre,Solis,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Jose Dutto Padre y Solis , Buenos Aires , Argentina,-38.03753, -57.54842
31001,1,2024,11,Robo/Hurto Automotor,CATE 911,6092,SIN,Falucho,Republica Del Libano,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Falucho y Republica Del Libano , Buenos Aires , Argentina,-37.98427, -57.59269
31002,1,2024,11,Robo/Hurto Automotor,CATE 911,624,CON,Avenida Vertiz,Luis Dellepiane,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Avenida Vertiz y Luis Dellepiane , Buenos Aires , Argentina,-38.029913, -57.5808377
31005,1,2024,11,Robo/Hurto Automotor,CATE 911,6093,SIN,Hipolito Bouchard,Alejandro Korn,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Hipolito Bouchard y Alejandro Korn , Buenos Aires , Argentina,-38.04247, -57.56419
31016,1,2024,11,Robo/Hurto Automotor,CATE 911,6094,SIN,Isla Candelaria,Calle 17,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Isla Candelaria y Calle 17 , Buenos Aires , Argentina,-37.89931, -57.53337
31025,1,2024,11,Robo/Hurto Automotor,CATE 911,84,CON,Chile,Alvarado Rudecindo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Chile y Alvarado Rudecindo , Buenos Aires , Argentina,-37.995586, -57.583558
31031,1,2024,11,Robo/Hurto Automotor,CATE 911,6095,SIN,Avenida Vertiz,Cno. Ruta 88 A Calle Lib. Gral. San Martin,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Vertiz y Cno. Ruta 88 A Calle Lib. Gral. San Martin , Buenos Aires , Argentina,-38.0065, -57.60843
31032,1,2024,11,Robo/Hurto Automotor,CATE 911,6096,SIN,Avenida Pedro Luro,Arturo Alio,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Arturo Alio , Buenos Aires , Argentina,-37.97411, -57.59438
31046,1,2024,11,Robo/Hurto Automotor,CATE 911,6097,SIN,Calle 18,Calle 451,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Calle 18 y Calle 451 , Buenos Aires , Argentina,-38.10113, -57.59104
31057,1,2024,11,Robo/Hurto Automotor,ORIGEN DIFERIDO,6098,SIN,Jose Dutto Padre,Solis,No Asiste,Mar del Plata,Buenos Aires,Argentina,Jose Dutto Padre y Solis , Buenos Aires , Argentina,-38.03753, -57.54842
31059,1,2024,11,Robo/Hurto Automotor,CATE 911,6099,SIN,Castelli Juan Jose,Viamonte,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Castelli Juan Jose y Viamonte , Buenos Aires , Argentina,-38.01665, -57.53969
31082,1,2024,11,Robo/Hurto Automotor,CATE 911,250,CON,Ruta 11,,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Ruta 11 y  , Buenos Aires , Argentina,-37.923892, -57.5427289
31088,1,2024,11,Robo/Hurto Automotor,CATE 911,145,CON,Avenida Juan Hector Jara,Almafuerte,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Juan Hector Jara y Almafuerte , Buenos Aires , Argentina,-38.006956, -57.5871294
31090,1,2024,11,Robo/Hurto Automotor,CATE 911,6100,SIN,Avenida Pedro Luro,Luciano Arrue,No Asiste,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Luciano Arrue , Buenos Aires , Argentina,-37.97253, -57.5975
31103,1,2024,11,Robo/Hurto Automotor,CATE 911,477,CON,Avenida Independencia,Castelli Juan Jose,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Independencia y Castelli Juan Jose , Buenos Aires , Argentina,-38.006786, -57.5613468
31122,1,2024,11,Robo/Hurto Automotor,CATE 911,33,CON,Tomas Alva Edison,Doce de 10,No Asiste,Mar del Plata,Buenos Aires,Argentina,Tomas Alva Edison y Doce de 10 , Buenos Aires , Argentina,-38.041544, -57.5482786
31127,1,2024,11,Robo/Hurto Automotor,CATE 911,6101,SIN,Jose Lijo Lopez,Carlos Tejedor,Detencion,Mar del Plata,Buenos Aires,Argentina,Jose Lijo Lopez y Carlos Tejedor , Buenos Aires , Argentina,-37.96313, -57.55158
31145,1,2024,11,Robo/Hurto Automotor,CATE 911,259,CON,Rio Negro,Chile,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Rio Negro y Chile , Buenos Aires , Argentina,-37.970982, -57.5651146
31151,1,2024,11,Robo/Hurto Automotor,CATE 911,6102,SIN,Falucho,20 De Setiembre,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Falucho y 20 De Setiembre , Buenos Aires , Argentina,-37.99999, -57.56158
31163,1,2024,11,Robo/Hurto Automotor,CATE 911,6103,SIN,Don Arturo,Mario Bravo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Don Arturo y Mario Bravo , Buenos Aires , Argentina,-38.06976, -57.55895
31168,1,2024,11,Robo/Hurto Automotor,CATE 911,6104,SIN,Juan Vucetich,Juan Bautista Azopardo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Juan Vucetich y Juan Bautista Azopardo , Buenos Aires , Argentina,-38.05353, -57.54781
31182,1,2024,11,Robo/Hurto Automotor,CATE 911,581,CON,Belgrano,Avenida Independencia,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Belgrano y Avenida Independencia , Buenos Aires , Argentina,-37.997962, -57.5542638
31188,1,2024,11,Robo/Hurto Automotor,CATE 911,6105,SIN,Brown Almirante,Tucuman,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Brown Almirante y Tucuman , Buenos Aires , Argentina,-38.00735, -57.54487
31201,1,2024,11,Robo/Hurto Automotor,CATE 911,562,CON,Avenida Juan Hector Jara,Garay Juan De,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Juan Hector Jara y Garay Juan De , Buenos Aires , Argentina,-37.997633, -57.5795038
31221,1,2024,11,Robo/Hurto Automotor,CATE 911,6106,SIN,Cordoba,Moreno,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Cordoba y Moreno , Buenos Aires , Argentina,-38.0018, -57.54881
31293,1,2024,11,Robo/Hurto Automotor,CATE 911,327,CON,Avenida Libertad,Arturo Alio,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Libertad y Arturo Alio , Buenos Aires , Argentina,-37.969243, -57.5905714
31340,1,2024,11,Robo/Hurto Automotor,CATE 911,390,CON,Jacinto Peralta Ramos,Avenida Vertiz,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jacinto Peralta Ramos y Avenida Vertiz , Buenos Aires , Argentina,-38.027150, -57.5810893
31350,1,2024,11,Robo/Hurto Automotor,CATE 911,6107,SIN,Azcuenaga,General Paunero,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Azcuenaga y General Paunero , Buenos Aires , Argentina,-38.03043, -57.54803
31351,1,2024,11,Robo/Hurto Automotor,CATE 911,6108,SIN,Ricardo Guiraldes,Jose Eusebio Colombres,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Ricardo Guiraldes y Jose Eusebio Colombres , Buenos Aires , Argentina,-38.07299, -57.54974
31361,1,2024,11,Robo/Hurto Automotor,CATE 911,6109,SIN,San Juan,Saavedra Cornelio,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,San Juan y Saavedra Cornelio , Buenos Aires , Argentina,-38.00641, -57.57539
31363,1,2024,11,Robo/Hurto Automotor,CATE 911,6110,SIN,Jose Agustin De La Maza,Ricardo Guiraldes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jose Agustin De La Maza y Ricardo Guiraldes , Buenos Aires , Argentina,-38.0758, -57.54658
31366,1,2024,11,Robo/Hurto Automotor,CATE 911,6111,SIN,Tripulantes Del Fournier,Udine,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Tripulantes Del Fournier y Udine , Buenos Aires , Argentina,-38.02454, -57.59141
31368,1,2024,11,Robo/Hurto Automotor,CATE 911,6112,SIN,Belisario Roldan,Tomas Falkner,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Belisario Roldan y Tomas Falkner , Buenos Aires , Argentina,-37.97169, -57.56147
31370,1,2024,11,Robo/Hurto Automotor,CATE 911,6113,SIN,Gamal Abdel Nasser,Necochea,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Gamal Abdel Nasser y Necochea , Buenos Aires , Argentina,-37.96835, -57.58125
31377,1,2024,11,Robo/Hurto Automotor,CATE 911,6114,SIN,Azcuenaga,General Paunero,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Azcuenaga y General Paunero , Buenos Aires , Argentina,-38.03043, -57.54803
31421,1,2024,11,Robo/Hurto Automotor,CATE 911,4,CON,Alberti Manuel,Bordabehere Enzo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Alberti Manuel y Bordabehere Enzo , Buenos Aires , Argentina,-37.986859, -57.6061343
31425,1,2024,11,Robo/Hurto Automotor,CATE 911,6115,SIN,Jose Hernandez,Gaboto,LPR - Vehiculo Interceptado,Mar del Plata,Buenos Aires,Argentina,Jose Hernandez y Gaboto , Buenos Aires , Argentina,-38.03369, -57.55524
31433,1,2024,11,Robo/Hurto Automotor,CATE 911,271,CON,Genaro Giacobini,Bravo Mario,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Genaro Giacobini y Bravo Mario , Buenos Aires , Argentina,-38.069764, -57.5589575
31434,1,2024,11,Robo/Hurto Automotor,CATE 911,702,CON,Sicilia,Federico C. Beltrami Ingeniero,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Sicilia y Federico C. Beltrami Ingeniero , Buenos Aires , Argentina,-38.018900, -57.5711611
31453,1,2024,11,Robo/Hurto Automotor,CATE 911,6116,SIN,Juana Manso,Solis,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Juana Manso y Solis , Buenos Aires , Argentina,-38.0211, -57.57024
31455,1,2024,11,Robo/Hurto Automotor,CATE 911,6117,SIN,Ayolas,Luis Dellepiane,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Ayolas y Luis Dellepiane , Buenos Aires , Argentina,-38.02644, -57.57175
31466,1,2024,11,Robo/Hurto Automotor,CATE 911,376,CON,Avenida Juan Jose Paso,Buenos Aires,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Juan Jose Paso y Buenos Aires , Buenos Aires , Argentina,-38.022444, -57.5712096
31475,1,2024,11,Robo/Hurto Automotor,CATE 911,6118,SIN,Avenida Juan Jose Paso,Corrientes,No Asiste,Mar del Plata,Buenos Aires,Argentina,Avenida Juan Jose Paso y Corrientes , Buenos Aires , Argentina,-38.02095, -57.56005
31479,1,2024,11,Robo/Hurto Automotor,CATE 911,6119,SIN,General Eduardo Racedo Teniente,Bravo Mario,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,General Eduardo Racedo Teniente y Bravo Mario , Buenos Aires , Argentina,-38.08362, -57.54132
31480,1,2024,11,Robo/Hurto Automotor,CATE 911,6120,SIN,Chile,Roca 07,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Chile y Roca 07 , Buenos Aires , Argentina,-37.99796, -57.58548
31486,1,2024,11,Robo/Hurto Automotor,ORIGEN DIFERIDO,6121,SIN,Hipolito Bouchard,Calle 228,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Hipolito Bouchard y Calle 228 , Buenos Aires , Argentina,-37.99602, -57.62572
31507,1,2024,11,Robo/Hurto Automotor,CATE 911,281,CON,Tripulantes Del Fournier,Federico C. Beltrami Ingeniero,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Tripulantes Del Fournier y Federico C. Beltrami Ingeniero , Buenos Aires , Argentina,-38.05361, -57.55283
31531,1,2024,11,Robo/Hurto Automotor,CATE 911,6122,SIN,Derqui,Avenida Constitucion,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Derqui y Avenida Constitucion , Buenos Aires , Argentina,-37.97016, -57.54456
31543,1,2024,11,Robo/Hurto Automotor,CATE 911,6123,SIN,Darregueyra Jose,Bravo Mario,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Darregueyra Jose y Bravo Mario , Buenos Aires , Argentina,-38.07543, -57.55133
31550,1,2024,11,Robo/Hurto Automotor,CATE 911,6124,SIN,Puan,Ambrosio Bestoso,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Puan y Ambrosio Bestoso , Buenos Aires , Argentina,-38.0361, -57.58664
31556,1,2024,11,Robo/Hurto Automotor,CATE 911,643,CON,Arturo,Los Chañares,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Arturo y Los Chañares , Buenos Aires , Argentina,-38.07545, -57.56594
31561,1,2024,11,Robo/Hurto Automotor,CATE 911,6125,SIN,Tomas Stegagnini,Florisbelo Acosta,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Tomas Stegagnini y Florisbelo Acosta , Buenos Aires , Argentina,-37.94846, -57.59634
31563,1,2024,11,Robo/Hurto Automotor,CATE 911,6126,SIN,25 De mayo,Salta,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,45802 y Salta , Buenos Aires , Argentina,-37.992600, -57.55569
31566,1,2024,11,Robo/Hurto Automotor,CATE 911,6127,SIN,Magrassi Guillermo,Juan Jose Valle,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Magrassi Guillermo y Juan Jose Valle , Buenos Aires , Argentina,-38.09519, -57.5522
31571,1,2024,11,Robo/Hurto Automotor,CATE 911,6128,SIN,Mariano Acosta Gobernador,French Domingo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Mariano Acosta Gobernador y French Domingo , Buenos Aires , Argentina,-37.9693, -57.57496
31575,1,2024,11,Robo/Hurto Automotor,CATE 911,6129,SIN,Salta,Brandsen,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Salta y Brandsen , Buenos Aires , Argentina,-37.9853, -57.54555
31618,1,2024,11,Robo/Hurto Automotor,CATE 911,13,CON,Ituzaingo,Bordabehere Enzo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Ituzaingo y Bordabehere Enzo , Buenos Aires , Argentina,-37.9661, -57.58789
31626,1,2024,11,Robo/Hurto Automotor,CATE 911,477,CON,Avenida Independencia,Castelli Juan Jose,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Independencia y Castelli Juan Jose , Buenos Aires , Argentina,-38.006786, -57.5613468
31640,1,2024,11,Robo/Hurto Automotor,CATE 911,334,CON,Avenida Colon,Eduardo Wilde,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Colon y Eduardo Wilde , Buenos Aires , Argentina,-37.966872, -57.6224621
31647,1,2024,11,Robo/Hurto Automotor,CATE 911,648,CON,Toscana,Ruta 11,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Toscana y Ruta 11 , Buenos Aires , Argentina,-38.099408, -57.5581061
31649,1,2024,11,Robo/Hurto Automotor,CATE 911,459,CON,Tripulantes Del Fournier,General Rafael De Riego,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Tripulantes Del Fournier y General Rafael De Riego , Buenos Aires , Argentina,-38.033221, -57.5799064
31661,1,2024,11,Robo/Hurto Automotor,CATE 911,6130,SIN,Marcos Sastre,Juan A. Peña,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Marcos Sastre y Juan A. Peña , Buenos Aires , Argentina,,
31669,1,2024,11,Robo/Hurto Automotor,CATE 911,255,CON,Carlos M. Della Paolera,Jose Zacagnini,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Carlos M. Della Paolera y Jose Zacagnini , Buenos Aires , Argentina,-37.94385, -57.56991
31687,1,2024,11,Robo/Hurto Automotor,CATE 911,6131,SIN,España,San Martin,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,España y San Martin , Buenos Aires , Argentina,-37.99483, -57.55607
31700,1,2024,11,Robo/Hurto Automotor,CATE 911,6132,SIN,Genova,General Manuel N. Savio,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Genova y General Manuel N. Savio , Buenos Aires , Argentina,-38.04132, -57.58313
31714,1,2024,11,Robo/Hurto Automotor,ORIGEN DIFERIDO,6133,SIN,Armenia,Pedro Bouchez,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Armenia y Pedro Bouchez , Buenos Aires , Argentina,-37.96945, -57.59218
31739,1,2024,11,Robo/Hurto Automotor,CATE 911,6134,SIN,Moreno,Catorce de 07,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Moreno y Catorce de 07 , Buenos Aires , Argentina,-37.9962, -57.55997
31748,1,2024,11,Robo/Hurto Automotor,CATE 911,6135,SIN,Alberti Manuel,Olavarria,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Alberti Manuel y Olavarria , Buenos Aires , Argentina,-38.01275, -57.54078
31770,1,2024,11,Robo/Hurto Automotor,CATE 911,6136,SIN,Avenida Constitucion,Marcos Sastre,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Avenida Constitucion y Marcos Sastre , Buenos Aires , Argentina,-37.963516, -57.557689
31778,1,2024,11,Robo/Hurto Automotor,CATE 911,6137,SIN,Pehuajo,Sicilia,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Pehuajo y Sicilia , Buenos Aires , Argentina,-38.02948, -57.60046
31787,1,2024,11,Robo/Hurto Automotor,CATE 911,6138,SIN,Santa Ines,Nahuel Huapi,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Santa Ines y Nahuel Huapi , Buenos Aires , Argentina,-37.88079, -57.60941
31799,1,2024,11,Robo/Hurto Automotor,CATE 911,6139,SIN,Onesimo Leguizamon,Falucho,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Onesimo Leguizamon y Falucho , Buenos Aires , Argentina,-37.97257, -57.61578
31800,1,2024,11,Robo/Hurto Automotor,CATE 911,6140,SIN,El Cano,Jose Dutto Padre,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,El Cano y Jose Dutto Padre , Buenos Aires , Argentina,-38.03888, -57.55006
31809,1,2024,11,Robo/Hurto Automotor,CATE 911,348,CON,12 De octubre,Cerrito,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,45942 y Cerrito , Buenos Aires , Argentina,-38.032407, -57.5569641
31820,1,2024,11,Robo/Hurto Automotor,CATE 911,6141,SIN,Ringuelet Raul,Costa Atlantica,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Ringuelet Raul y Costa Atlantica , Buenos Aires , Argentina,-37.92758, -57.5304
31822,1,2024,11,Robo/Hurto Automotor,CATE 911,207,CON,Ortiz De Zarate,Bermejo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Ortiz De Zarate y Bermejo , Buenos Aires , Argentina,-38.0494, -57.54485
31852,1,2024,11,Robo/Hurto Automotor,CATE 911,6142,SIN,Florencio Sanchez,Eduardo G. Carasa,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Florencio Sanchez y Eduardo G. Carasa , Buenos Aires , Argentina,-38.03262, -57.58584
31863,1,2024,11,Robo/Hurto Automotor,CATE 911,482,CON,20 De Setiembre,Belgrano,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,20 De Setiembre y Belgrano , Buenos Aires , Argentina,-37.995914, -57.5583435
31866,1,2024,11,Robo/Hurto Automotor,CATE 911,6143,SIN,20 De Setiembre,Manuel Quintana,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,20 De Setiembre y Manuel Quintana , Buenos Aires , Argentina,-38.01028, -57.56991
31867,1,2024,11,Robo/Hurto Automotor,CATE 911,6144,SIN,Gutenberg Juan,Avenida Vertiz,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Gutenberg Juan y Avenida Vertiz , Buenos Aires , Argentina,,
31873,1,2024,11,Robo/Hurto Automotor,CATE 911,6145,SIN,España,Rodriguez Peña,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,España y Rodriguez Peña , Buenos Aires , Argentina,,
31876,1,2024,11,Robo/Hurto Automotor,CATE 911,6146,SIN,Luis Beltran Fray,Avenida Felix U. Camet,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Luis Beltran Fray y Avenida Felix U. Camet , Buenos Aires , Argentina,-37.94695, -57.5352
31879,1,2024,11,Robo/Hurto Automotor,CATE 911,6147,SIN,Casildo Villar,Leonardo Rosales,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Casildo Villar y Leonardo Rosales , Buenos Aires , Argentina,-38.02848, -57.58446
31897,1,2024,11,Robo/Hurto Automotor,CATE 911,6148,SIN,Monseñor Rau,Lebensohn Moises,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Monseñor Rau y Lebensohn Moises , Buenos Aires , Argentina,-38.02996, -57.59308
31932,1,2024,11,Robo/Hurto Automotor,CATE 911,251,CON,Avenida Felix U. Camet,Jose Zacagnini,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Felix U. Camet y Jose Zacagnini , Buenos Aires , Argentina,-37.963093, -57.5406799
31969,1,2024,11,Robo/Hurto Automotor,CATE 911,435,CON,Avenida Pedro Luro,Mitre Bartolome,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Mitre Bartolome , Buenos Aires , Argentina,-37.999956, -57.5459363
31983,1,2024,11,Robo/Hurto Automotor,CATE 911,6149,SIN,Onesimo Leguizamon,Balcarce,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Onesimo Leguizamon y Balcarce , Buenos Aires , Argentina,-37.96207, -57.60724
32010,1,2024,11,Robo/Hurto Automotor,CATE 911,6150,SIN,Casildo Villar,Hipolito Bouchard,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Casildo Villar y Hipolito Bouchard , Buenos Aires , Argentina,-38.0278, -57.58365
32013,1,2024,11,Robo/Hurto Automotor,CATE 911,6151,SIN,Jose Zacagnini,Avenida Felix U. Camet,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Jose Zacagnini y Avenida Felix U. Camet , Buenos Aires , Argentina,-37.95718, -57.53922
32035,1,2024,11,Robo/Hurto Automotor,CATE 911,811,CON,San Martin,Malvinas,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,San Martin y Malvinas , Buenos Aires , Argentina,-37.98517, -57.57515
32049,1,2024,11,Robo/Hurto Automotor,CATE 911,6153,SIN,12 De octubre,Don Orione,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,45942 y Don Orione , Buenos Aires , Argentina,-38.03763, -57.55345
32115,1,2024,11,Robo/Hurto Automotor,CATE 911,480,CON,Mitre Bartolome,Esteban Gascon,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Mitre Bartolome y Esteban Gascon , Buenos Aires , Argentina,-38.004888, -57.5541312
32119,1,2024,11,Robo/Hurto Automotor,CATE 911,6154,SIN,Las Heras,Alvarado Rudecindo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Las Heras y Alvarado Rudecindo , Buenos Aires , Argentina,-38.01441, -57.54632
32124,1,2024,11,Robo/Hurto Automotor,CATE 911,324,CON,Polonia,De La Plaza Fortunato,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Polonia y De La Plaza Fortunato , Buenos Aires , Argentina,-38.020590, -57.6035938
32135,1,2024,11,Robo/Hurto Automotor,CATE 911,6155,SIN,Sicilia,Florencio Martinez De Hoz,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Sicilia y Florencio Martinez De Hoz , Buenos Aires , Argentina,-38.02133, -57.6113
32142,1,2024,11,Robo/Hurto Automotor,CATE 911,552,CON,Lamadrid,Pringles,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Lamadrid y Pringles , Buenos Aires , Argentina,-38.025692, -57.5596354
32151,1,2024,11,Robo/Hurto Automotor,CATE 911,6156,SIN,Calle 10,Calle 13,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Calle 10 y Calle 13 , Buenos Aires , Argentina,-38.10423, -57.58435
32171,1,2024,11,Robo/Hurto Automotor,CATE 911,6157,SIN,Jose Luis Geronimo Camusso Intendente,Avenida Juan B. Justo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jose Luis Geronimo Camusso Intendente y Avenida Juan B. Justo , Buenos Aires , Argentina,-38.00974, -57.5835
32187,1,2024,11,Robo/Hurto Automotor,CATE 911,6158,SIN,Reforma Universitaria,Tripulantes Del Fournier,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Reforma Universitaria y Tripulantes Del Fournier , Buenos Aires , Argentina,-38.01382, -57.60557
32209,1,2024,11,Robo/Hurto Automotor,CATE 911,6159,SIN,Leonardo Rosales,Federico C. Beltrami Ingeniero,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Leonardo Rosales y Federico C. Beltrami Ingeniero , Buenos Aires , Argentina,-38.0523, -57.55286
32216,1,2024,11,Robo/Hurto Automotor,CATE 911,6160,SIN,Calabria,Santa Cecilia,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Calabria y Santa Cecilia , Buenos Aires , Argentina,-38.04684, -57.57926
32220,1,2024,11,Robo/Hurto Automotor,CATE 911,6161,SIN,Leonardo Rosales,Federico C. Beltrami Ingeniero,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Leonardo Rosales y Federico C. Beltrami Ingeniero , Buenos Aires , Argentina,-38.0523, -57.55286
32231,1,2024,11,Robo/Hurto Automotor,CATE 911,6162,SIN,Rodriguez Martin,Carlos Pellegrini,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Rodriguez Martin y Carlos Pellegrini , Buenos Aires , Argentina,,
