lat,lng,nombre,causa,participantes,fecha,descripcion
-31.3926,-64.209,Av. Hipólito Yrigoyen y La Rioja,P,P,09/03/2024,Peatón imprudente cruzando
-31.4101,-64.145,Av. Hipólito Yrigoyen 1500,PERSECUCIÓN,BOMBEROS/CAM/M,10/27/2024,Siniestro vial
-31.3941,-64.1629,San Juan 600,PC,A/BOMBEROS,11/08/2024,Poca concentración del conductor
-31.4271,-64.1765,Av. Colón y Entre Ríos,P,A/PERRO/CABALLO,04/24/2024,Peatón distraído
-31.3965,-64.21,Av. Maipú 1750,DF,M/MONOPATIN/AMB,07/04/2024,Siniestro vial
-31.4085,-64.1742,Junín 400,DF,PERRO/M,09/19/2024,Siniestro vial
-31.4012,-64.1764,Av. Circunvalación 2000,MI,P/M/COL,05/10/2024,Mala iluminación de calle
-31.4221,-64.1904,Marcelo T. de Alvear 1850,VS,M/AMB/PERRO,11/02/2024,Siniestro vial
-31.4123,-64.1467,Calle 2 200,FV,CTA/PATRULLA,09/16/2024,Falta de visibilidad por lluvia
-31.4344,-64.1642,Av. Leandro N. Alem y Belgrano,G,AMB/PATRULLA,12/06/2024,Giro sin señalizar
-31.4281,-64.174,Corrientes 2350,P,CABALLO/PERRO,10/05/2024,Peatón imprudente cruzando
-31.4031,-64.1745,Chubut 2400,NR,BOMBEROS/B,08/12/2024,Siniestro vial
-31.4007,-64.1507,Calle 2 750,NR,A,10/01/2024,Siniestro vial
-31.4043,-64.17,Ituzaingó 1500,EV,CABALLO/MONOPATIN,11/14/2024,Pérdida de control por velocidad
-31.4261,-64.2135,Rivadavia y Duarte Quirós,FV,CABALLO,11/20/2024,Falta de visibilidad por niebla
-31.3997,-64.2064,Junín 1050,DF,P,04/01/2024,Siniestro vial
-31.423,-64.1948,Belgrano y Junín,D,A/PERRO/CTA,05/08/2024,Siniestro vial
-31.4169,-64.1557,Av. Argentina y Corrientes,VS,P,06/25/2024,Siniestro vial
-31.4394,-64.1556,Vélez Sársfield y Caseros,FV,PERRO/CAM/POLICIA,06/18/2024,Falta de visibilidad por polvareda
-31.4179,-64.2152,Av. Colón y Entre Ríos,A,CAM/B,09/18/2024,Atropello con lesiones
-31.4232,-64.1594,Duarte Quirós 2300,FV,CAM/A,09/22/2024,Falta de visibilidad por polvareda
-31.4127,-64.2135,Rivadavia y Duarte Quirós,AV,COL,07/11/2024,Colisión por alcance
-31.4254,-64.1562,Presidente Roca 1950,D,CABALLO/PATRULLA,06/23/2024,Siniestro vial
-31.4223,-64.208,Av. Colón y Entre Ríos,VS,MONOPATIN,06/23/2024,Siniestro vial
-31.403,-64.1437,Santa Fe 2100,MR,P/POLICIA,10/02/2024,Siniestro vial
-31.394,-64.1648,Av. Maipú 1100,NR,CAM/MONOPATIN/B,07/15/2024,Siniestro vial
-31.4116,-64.2062,Pueyrredón y San Luis,PC,B/A/COL,08/05/2024,Conductor cansado
-31.3919,-64.1703,Santa Cruz 1050,D,POLICIA/AMB/PERRO,08/21/2024,Siniestro vial
-31.4261,-64.2104,Av. Colón y Entre Ríos,DF,POLICIA/B,04/11/2024,Siniestro vial
-31.4243,-64.1654,Ituzaingó 2400,?,B/P/AMB,11/14/2024,Siniestro vial
-31.4018,-64.2134,Avenida Donato Álvarez 900,?,POLICIA/P,04/10/2024,Siniestro vial
-31.4263,-64.1722,Belgrano y Junín,NR,P/CTA,05/10/2024,Siniestro vial
-31.4023,-64.1941,Av. Maipú 1700,DF,AMB/CABALLO/CTA,12/31/2024,Siniestro vial
-31.3942,-64.1749,Formosa 1900,DESCOMPENSAN,BOMBEROS/MONOPATIN/CABALLO,05/31/2024,Siniestro vial
-31.405,-64.1641,Pueyrredón 2250,MR,CABALLO,04/09/2024,Siniestro vial
-31.406,-64.1659,Presidente Roca 2200,AV,P/A/M,04/27/2024,Choque en intersección
-31.4143,-64.1842,Av. Maipú 950,MI,B/POLICIA,07/31/2024,Mala iluminación del vehículo
-31.4257,-64.2001,San Juan 2450,P,B/PERRO,11/21/2024,Peatón imprudente cruzando
-31.3943,-64.1776,Rivadavia y Duarte Quirós,?,MONOPATIN/PATRULLA/COL,07/02/2024,Siniestro vial
-31.4307,-64.203,9 de Julio y Marcelo T. de Alvear,NSD,CTA/M/PATRULLA,07/27/2024,No se detiene en ALTO
-31.4064,-64.1398,Junín 1800,P,POLICIA,04/07/2024,Peatón imprudente cruzando
-31.3895,-64.183,9 de Julio 1450,DF,POLICIA/B/CTA,11/22/2024,Siniestro vial
-31.4296,-64.216,Calle 3 150,MR,POLICIA/BOMBEROS/P,08/02/2024,Siniestro vial
-31.4195,-64.2097,Av. Colón 1350,EV,AMB/CAM/CTA,10/31/2024,Pérdida de control por velocidad
-31.3969,-64.2198,San Martín 1750,PERSECUCIÓN,CAM/B/PATRULLA,06/08/2024,Siniestro vial
-31.4289,-64.147,San Martín 650,EV,CTA/M/A,06/10/2024,Accidente por exceso de velocidad
-31.396,-64.1796,Pinto 1600,NSD,MONOPATIN/PERRO,12/26/2024,No respeta paso de peatones
-31.403,-64.1759,Pueyrredón 1700,G,A,05/23/2024,Giro indebido
-31.4241,-64.1711,Entre Ríos 100,D,P,05/29/2024,Siniestro vial
-31.4066,-64.2035,Av. Hipólito Yrigoyen y La Rioja,EV,CAM/BOMBEROS,09/06/2024,Choque a alta velocidad
-31.4382,-64.2031,Av. Argentina y Corrientes,?,P/CAM,08/21/2024,Siniestro vial
-31.4198,-64.2055,Av. Sabattini 2350,NSD,POLICIA/B/MONOPATIN,11/11/2024,No se detiene en ALTO
-31.4066,-64.2152,Av. Argentina 300,NR,BOMBEROS,11/27/2024,Siniestro vial
-31.4283,-64.1399,Av. Maipú 1450,AV,CAM/M/B,07/28/2024,Choque en intersección
-31.4034,-64.1496,Corrientes 350,PI,A/BOMBEROS,07/04/2024,Siniestro vial
-31.3935,-64.1463,Caseros 2300,P,COL/POLICIA,05/22/2024,Peatón imprudente cruzando
-31.4305,-64.1865,Córdoba 2150,G,CAM/MONOPATIN,11/21/2024,Giro en zona prohibida
-31.4181,-64.2078,La Rioja 1450,MR,M/CAM/MONOPATIN,05/30/2024,Siniestro vial
-31.4214,-64.186,Junín 800,D,MONOPATIN,04/26/2024,Siniestro vial
-31.4348,-64.159,Av. Hipólito Yrigoyen y La Rioja,FV,M/PERRO/BOMBEROS,10/11/2024,Falta de visibilidad por polvareda
-31.402,-64.1482,Av. Argentina 150,IC,M,10/06/2024,Siniestro vial
-31.4254,-64.1763,Calle 2 650,VS,B/PATRULLA,12/09/2024,Siniestro vial
-31.3868,-64.1857,Av. Sabattini 2050,A,B,11/15/2024,Atropello de peatón
-31.385,-64.1653,Av. Sabattini 1700,DF,M/AMB/CAM,04/13/2024,Siniestro vial
-31.3983,-64.2108,Belgrano y Junín,EV,CAM/A,07/14/2024,Accidente por exceso de velocidad
-31.4334,-64.2124,Condarco 400,IC,A/CTA/CAM,09/24/2024,Siniestro vial
-31.4144,-64.1374,Condarco 1400,NR,COL/BOMBEROS/A,05/05/2024,Siniestro vial
-31.4118,-64.2166,Pinto 1600,P,P/POLICIA,04/28/2024,Peatón distraído
-31.423,-64.1711,Avenida Donato Álvarez 2200,?,COL/CAM,09/06/2024,Siniestro vial
-31.4195,-64.1986,Formosa 1150,PC,P,12/15/2024,Conductor distraído
-31.3887,-64.2088,Av. Recorridas 2200,PI,CTA,12/01/2024,Siniestro vial
-31.3986,-64.1571,San Martín 2200,IC,PERRO/M/POLICIA,08/19/2024,Siniestro vial
-31.392,-64.1793,Pinto 2450,MR,PATRULLA,07/28/2024,Siniestro vial
-31.4267,-64.1976,San Juan y Ituzaingó,PI,A/PERRO,10/23/2024,Siniestro vial
-31.434,-64.175,Condarco 1550,PERSECUCIÓN,B/BOMBEROS/P,07/27/2024,Siniestro vial
-31.4179,-64.1551,Av. Leandro N. Alem 300,G,A,09/25/2024,Giro sin señalizar
-31.4232,-64.1984,Vélez Sársfield 850,NR,COL,07/25/2024,Siniestro vial
-31.3909,-64.1563,San Juan y Ituzaingó,MR,AMB/POLICIA,08/25/2024,Siniestro vial
-31.4252,-64.1508,9 de Julio 200,DF,CAM/A,05/12/2024,Siniestro vial
-31.398,-64.1628,Sarmiento 1900,NR,CTA/POLICIA,10/14/2024,Siniestro vial
-31.4381,-64.2045,Pinto 850,PI,CABALLO/PATRULLA/M,08/24/2024,Siniestro vial
-31.4015,-64.1737,San Juan 500,D,MONOPATIN/M/BOMBEROS,10/31/2024,Siniestro vial
-31.4154,-64.143,Corrientes 2200,MI,M/BOMBEROS/AMB,10/15/2024,Falta de iluminación nocturna
-31.4293,-64.1352,Presidente Roca 500,DF,COL,06/03/2024,Siniestro vial
-31.3933,-64.17,Av. Colón y Entre Ríos,FV,MONOPATIN/PERRO/BOMBEROS,09/21/2024,Falta de visibilidad por polvareda
-31.4016,-64.1923,Av. Circunvalación 2100,A,P,06/19/2024,Atropello de peatón
-31.4378,-64.2049,Av. Leandro N. Alem y Belgrano,A,A,07/18/2024,Atropello con lesiones
-31.4042,-64.151,Rivadavia y Duarte Quirós,NR,CAM/CABALLO/PATRULLA,04/06/2024,Siniestro vial
-31.4162,-64.1694,San Luis 1350,DESCOMPENSAN,AMB/M/CABALLO,11/16/2024,Siniestro vial
-31.399,-64.1779,Paso de los Andes 2300,NR,POLICIA/PERRO/A,10/29/2024,Siniestro vial
-31.405,-64.1658,San Juan 150,IC,MONOPATIN,12/24/2024,Siniestro vial
-31.3995,-64.1693,Mitre 1600,FV,MONOPATIN/AMB/P,06/09/2024,Falta de visibilidad por polvareda
-31.4073,-64.1457,Av. Colón y Entre Ríos,PI,CAM/PERRO,04/11/2024,Siniestro vial
-31.4359,-64.1621,Rivadavia y Duarte Quirós,FV,CABALLO/MONOPATIN/AMB,11/06/2024,Falta de visibilidad por niebla
-31.4041,-64.2144,La Rioja 350,DESCOMPENSAN,PERRO/CAM,12/05/2024,Siniestro vial
-31.4397,-64.2197,Avenida Donato Álvarez 2350,DF,COL/B/CTA,05/14/2024,Siniestro vial
-31.4232,-64.1803,Caseros 150,?,POLICIA,06/11/2024,Siniestro vial
-31.439,-64.1357,Vélez Sársfield 1350,NR,M/P,10/22/2024,Siniestro vial
-31.438,-64.1657,Fray Luis Beltrán 1400,?,CTA/M/PERRO,08/15/2024,Siniestro vial
-31.4272,-64.1542,Av. Hipólito Yrigoyen 850,VS,PERRO,10/07/2024,Siniestro vial
-31.4278,-64.207,Rivadavia 300,NR,PATRULLA,08/17/2024,Siniestro vial
-31.4026,-64.1639,San Juan 1850,VS,BOMBEROS/MONOPATIN,05/15/2024,Siniestro vial
-31.4033,-64.1556,San Juan y Ituzaingó,VS,AMB,05/15/2024,Siniestro vial
-31.4187,-64.1936,Rivadavia y Duarte Quirós,A,PERRO/PATRULLA,10/28/2024,Atropello con lesiones
-31.4142,-64.1949,Rivadavia 850,PERSECUCIÓN,PATRULLA/CTA,10/14/2024,Siniestro vial
-31.3972,-64.1558,Belgrano y Junín,VS,B/MONOPATIN,09/28/2024,Siniestro vial
-31.4012,-64.1374,Junín 1750,FV,B/CTA,06/15/2024,Falta de visibilidad por polvareda
-31.4352,-64.1942,Pueyrredón 1200,D,P,06/27/2024,Siniestro vial
-31.4022,-64.1849,Pinto 1750,IC,POLICIA,05/20/2024,Siniestro vial
-31.3999,-64.1757,Av. Leandro N. Alem y Belgrano,PC,AMB/PERRO,06/03/2024,Conductor cansado
-31.4166,-64.2044,Calle 4 900,FV,COL/PATRULLA/B,12/12/2024,Falta de visibilidad por niebla
-31.3958,-64.1573,Av. Leandro N. Alem y Belgrano,D,M/PERRO/AMB,05/29/2024,Siniestro vial
-31.4118,-64.2,Rivadavia y Duarte Quirós,MI,A,05/26/2024,Mala iluminación del vehículo
-31.4217,-64.2088,Duarte Quirós 100,PC,CAM/A,05/11/2024,Conductor distraído
-31.401,-64.2022,Bv. Martín Rodríguez 650,AV,PERRO,06/22/2024,Colisión por alcance
-31.4059,-64.1911,Belgrano 1550,NSD,BOMBEROS,06/29/2024,No se detiene en semáforo en rojo
-31.432,-64.167,Condarco 2350,FV,A/PERRO/CAM,05/14/2024,Falta de visibilidad por niebla
-31.386,-64.1929,Caseros 1700,NR,BOMBEROS,04/26/2024,Siniestro vial
-31.4045,-64.2186,Vélez Sársfield y Caseros,IC,P,08/31/2024,Siniestro vial
-31.3982,-64.2132,Av. Hipólito Yrigoyen y La Rioja,MR,PATRULLA,09/12/2024,Siniestro vial
-31.4251,-64.1882,Fray Luis Beltrán 1550,?,CTA/PERRO/AMB,12/06/2024,Siniestro vial
-31.422,-64.142,Av. Circunvalación 1000,VS,CTA/COL,10/24/2024,Siniestro vial
-31.4139,-64.153,Av. Colón y Entre Ríos,EV,PERRO,11/15/2024,Accidente por exceso de velocidad
-31.4224,-64.142,Av. Maipú 2200,PERSECUCIÓN,MONOPATIN,10/13/2024,Siniestro vial
-31.4318,-64.1666,San Juan y Ituzaingó,?,AMB,11/02/2024,Siniestro vial
-31.4268,-64.1763,Vélez Sársfield y Caseros,MR,AMB/CABALLO/CTA,06/04/2024,Siniestro vial
-31.4111,-64.162,Sarmiento 450,A,PATRULLA,11/04/2024,Atropello de peatón
-31.4293,-64.14,Av. Recorridas 550,P,P/CTA/POLICIA,05/04/2024,Cruce indebido de peatón
-31.4137,-64.1942,Calle 2 250,A,CTA,10/19/2024,Atropello sin respeto de semáforo
-31.4262,-64.2079,San Juan y Ituzaingó,IC,A/POLICIA,04/04/2024,Siniestro vial
-31.431,-64.1676,Calle 5 200,PI,P/M/BOMBEROS,08/28/2024,Siniestro vial
-31.407,-64.1449,Calle 5 2450,MI,BOMBEROS,06/02/2024,Mala iluminación de calle
-31.4159,-64.1895,Duarte Quirós 1850,DESCOMPENSAN,COL/M,04/08/2024,Siniestro vial
-31.4155,-64.2183,Chubut 650,G,CABALLO/COL/A,05/14/2024,Giro indebido
-31.4333,-64.1873,Formosa 850,PC,POLICIA/M,04/14/2024,Poca concentración del conductor
-31.4222,-64.1405,La Rioja 1000,PI,POLICIA/CTA,10/01/2024,Siniestro vial
-31.4312,-64.1514,Neuquén 2250,MI,M/BOMBEROS,07/25/2024,Mala iluminación de calle
-31.3937,-64.1739,Calle 3 2050,FV,COL/PATRULLA/A,08/31/2024,Falta de visibilidad por niebla
-31.387,-64.179,Rivadavia y Duarte Quirós,?,PATRULLA,07/23/2024,Siniestro vial
-31.3923,-64.1885,Junín 2200,?,M,11/02/2024,Siniestro vial
-31.4062,-64.2056,Avenida Poeta Lugones 800,VS,M,12/31/2024,Siniestro vial
-31.4281,-64.1778,Rivadavia y Duarte Quirós,FV,PERRO/M/BOMBEROS,04/12/2024,Falta de visibilidad por niebla
-31.4194,-64.1483,Vélez Sársfield 300,NR,B/PERRO,05/31/2024,Siniestro vial
-31.4065,-64.1921,Córdoba 1250,PERSECUCIÓN,PERRO/A/MONOPATIN,06/22/2024,Siniestro vial
-31.4054,-64.159,Paso de los Andes 100,EV,PATRULLA/BOMBEROS,10/18/2024,Pérdida de control por velocidad
-31.4361,-64.2118,Río Negro 750,G,M,07/17/2024,Giro indebido
-31.4082,-64.169,Fray Luis Beltrán 800,DESCOMPENSAN,P,12/12/2024,Siniestro vial
-31.4321,-64.1551,Vélez Sársfield y Caseros,D,PERRO,07/16/2024,Siniestro vial
-31.421,-64.2193,Calle 2 1650,PC,A/BOMBEROS/PATRULLA,04/24/2024,Conductor distraído
-31.3941,-64.1667,San Juan y Ituzaingó,VS,POLICIA,10/20/2024,Siniestro vial
-31.3964,-64.1974,Tucumán 1550,FV,PERRO,10/15/2024,Falta de visibilidad por niebla
-31.3999,-64.1987,Av. Argentina y Corrientes,G,AMB,06/03/2024,Giro en zona prohibida
-31.4263,-64.1756,San Juan 350,NR,COL/PATRULLA,07/15/2024,Siniestro vial
-31.4164,-64.1556,Av. General Paz 2150,PERSECUCIÓN,M,08/14/2024,Siniestro vial
-31.4129,-64.2035,San Juan 2400,PERSECUCIÓN,MONOPATIN/POLICIA/M,09/17/2024,Siniestro vial
-31.4394,-64.1541,San Juan y Ituzaingó,NR,CTA,07/10/2024,Siniestro vial
-31.3986,-64.19,Belgrano y Junín,AV,A/BOMBEROS/POLICIA,08/22/2024,Choque lateral
-31.4099,-64.1493,Pueyrredón 1150,G,P/BOMBEROS/A,04/28/2024,Giro en zona prohibida
-31.3935,-64.2068,Calle 5 1050,MR,P,08/26/2024,Siniestro vial
-31.4173,-64.1631,Av. Maipú 850,MR,COL,08/20/2024,Siniestro vial
-31.4016,-64.1809,Av. Circunvalación 800,NSD,POLICIA/M,04/25/2024,No se detiene en ALTO
-31.4034,-64.1624,Av. Hipólito Yrigoyen 1700,PC,B/POLICIA/CAM,06/22/2024,Conductor cansado
-31.4204,-64.1956,Belgrano y Junín,FV,B,10/31/2024,Falta de visibilidad por polvareda
-31.4095,-64.2077,Mitre 2150,MR,A/BOMBEROS/POLICIA,12/01/2024,Siniestro vial
-31.4071,-64.1672,Tucumán 1450,MI,AMB/PERRO/CABALLO,10/27/2024,Mala iluminación de calle
-31.4356,-64.1976,Rivadavia 900,MI,A/CAM/POLICIA,09/11/2024,Mala iluminación de calle
-31.4065,-64.2138,9 de Julio 2250,MI,COL,12/04/2024,Mala iluminación del vehículo
-31.4253,-64.1972,Entre Ríos 650,IC,AMB/PATRULLA/CAM,07/17/2024,Siniestro vial
-31.4325,-64.1428,Avenida Donato Álvarez 200,MI,A,09/11/2024,Falta de iluminación nocturna
-31.4083,-64.1456,San Juan y Ituzaingó,NR,POLICIA/CTA,12/10/2024,Siniestro vial
-31.3927,-64.1569,Río Negro 1300,DF,POLICIA,06/22/2024,Siniestro vial
-31.3958,-64.1877,Sarmiento 650,PERSECUCIÓN,PERRO/MONOPATIN,05/09/2024,Siniestro vial
-31.4091,-64.1388,Av. General Paz 650,G,CAM/COL/PATRULLA,04/16/2024,Giro en zona prohibida
-31.4019,-64.2145,Santa Fe 650,PI,COL,07/08/2024,Siniestro vial
-31.3852,-64.2002,Pueyrredón y San Luis,PERSECUCIÓN,MONOPATIN/CTA,10/14/2024,Siniestro vial
-31.4283,-64.1839,Pinto 1800,?,P/AMB,09/14/2024,Siniestro vial
-31.4098,-64.1363,9 de Julio y Marcelo T. de Alvear,AV,AMB,04/19/2024,Vuelco de vehículo
-31.434,-64.1483,Av. Hipólito Yrigoyen y La Rioja,IC,CAM/PERRO,04/28/2024,Siniestro vial
-31.4023,-64.1452,Caseros 450,EV,CTA/CAM/MONOPATIN,06/11/2024,Pérdida de control por velocidad
-31.4246,-64.2008,Av. Argentina y Corrientes,MR,POLICIA/CAM,05/26/2024,Siniestro vial
-31.427,-64.1657,Calle 5 250,FV,AMB/CABALLO/BOMBEROS,06/20/2024,Falta de visibilidad por polvareda
-31.3957,-64.1963,Santa Cruz 2400,D,MONOPATIN/PATRULLA/M,10/05/2024,Siniestro vial
-31.406,-64.1601,9 de Julio y Marcelo T. de Alvear,P,M/B/POLICIA,06/23/2024,Peatón imprudente cruzando
-31.4107,-64.1409,San Martín 400,MI,CABALLO/COL/B,05/23/2024,Mala iluminación del vehículo
-31.4019,-64.1973,San Juan y Ituzaingó,?,PATRULLA,09/17/2024,Siniestro vial
-31.4176,-64.1882,Vélez Sársfield y Caseros,NR,PATRULLA,12/17/2024,Siniestro vial
-31.4038,-64.1677,Córdoba 2100,MR,CTA/B/A,04/04/2024,Siniestro vial
-31.386,-64.1566,Av. Leandro N. Alem 650,?,MONOPATIN/B/PATRULLA,06/10/2024,Siniestro vial
-31.4045,-64.19,Misiones 2350,DESCOMPENSAN,POLICIA,06/14/2024,Siniestro vial
-31.3977,-64.1586,Condarco 2450,MR,MONOPATIN/PATRULLA/B,07/19/2024,Siniestro vial
-31.4146,-64.1653,Fray Luis Beltrán 2450,?,CAM/PATRULLA,12/08/2024,Siniestro vial
-31.4204,-64.1687,Marcelo T. de Alvear 2000,IC,MONOPATIN/A/B,12/05/2024,Siniestro vial
-31.4135,-64.1915,Tucumán 300,NR,B/COL,06/25/2024,Siniestro vial
-31.4008,-64.2148,Av. Argentina y Corrientes,A,PERRO/P/COL,04/29/2024,Atropello sin respeto de semáforo
-31.3912,-64.2101,Av. Hipólito Yrigoyen y La Rioja,AV,CTA/POLICIA/P,11/01/2024,Colisión por alcance
-31.4394,-64.1563,Rivadavia y Duarte Quirós,G,PATRULLA/PERRO/MONOPATIN,06/09/2024,Giro sin señalizar
-31.4279,-64.1427,Neuquén 1350,VS,A/CABALLO,04/28/2024,Siniestro vial
-31.415,-64.1359,Neuquén 1550,MI,PERRO,09/22/2024,Falta de iluminación nocturna
-31.3964,-64.2056,Belgrano y Junín,A,BOMBEROS/P,10/29/2024,Atropello con lesiones
-31.4382,-64.2144,San Martín 850,PI,P/AMB,07/25/2024,Siniestro vial
-31.4284,-64.1507,Pueyrredón 2100,PC,POLICIA/M/P,12/10/2024,Conductor distraído
-31.4355,-64.138,Av. Circunvalación 1250,D,A/M,05/20/2024,Siniestro vial
-31.4145,-64.1616,Vélez Sársfield 1900,PERSECUCIÓN,POLICIA/MONOPATIN,05/18/2024,Siniestro vial
-31.4167,-64.1998,Av. General Paz 1400,?,POLICIA/PERRO/AMB,06/16/2024,Siniestro vial
-31.4347,-64.1885,Pinto 1600,PERSECUCIÓN,PERRO/POLICIA/CABALLO,11/25/2024,Siniestro vial
-31.4068,-64.1473,Condarco 800,G,M,12/08/2024,Giro sin señalizar
-31.3866,-64.1485,Pueyrredón y San Luis,NSD,MONOPATIN/PERRO,04/25/2024,No se detiene en ALTO
-31.3929,-64.2154,Vélez Sársfield y Caseros,?,CAM/AMB/MONOPATIN,04/28/2024,Siniestro vial
