lat,lng,fecha,resultado,observaciones
-38.010838,-57.5533191,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Santa Fe
-37.976319,-57.590468,2023-01-01,Asiste Policia y Libera,Remedios De Escalada
-38.047058,-57.5615176,2023-01-01,Asiste Policia y Libera,Leonardo Rosales
-38.021721,-57.5796599,2023-01-01,Asiste Policia y Libera,Lisandro De La Torre
-37.99012,-57.54942,2023-01-01,Se Realiza Seguimiento del Evento,Avenida Libertad
-37.99335,-57.54759,2023-01-01,Se Realiza Seguimiento del Evento,Once de 09
-37.98378,-57.54855,2023-01-01,Asiste Policia y Libera,Brandsen
-38.024389,-57.5676037,2023-01-01,Asiste Policia y Libera,Gaboto
-38.02855,-57.57921,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Juana Manso
-37.98297,-57.59304,2023-01-01,Asiste Policia y Libera,Brown Almirante
-37.97698,-57.54442,2023-01-01,Asiste Policia y Libera,Liniers
-38.03939,-57.58571,2023-01-01,Asiste Policia y Libera,Genova
-37.95094,-57.55593,2023-01-01,Asiste Policia y Libera,Jose Manuel Estrada
-38.01543,-57.55978,2023-01-01,Asiste Policia y Libera,Manuel Quintana
-37.98901,-57.55839,2023-01-01,Asiste Policia y Libera,Funes Gregorio
-38.03701,-57.55597,2023-01-01,Asiste Policia y Libera,Juramento
-38.04204,-57.58562,2023-01-01,Asiste Policia y Libera,Calabria
-37.96089,-57.5406,2023-01-01,Asiste Policia y Libera,Avenida Felix U. Camet
-38.07234,-57.55551,2023-01-01,Asiste Policia y Libera,Eduardo Perez Bulnes
-38.06516,-57.56182,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Federico Garcia Lorca
-38.00585,-57.54232,2023-01-01,Se Realiza Seguimiento del Evento,Arenales
-37.99514,-57.55771,2023-01-01,LPR - Se realiza seguimiento del vehiculo,20 De Setiembre
-38.004888,-57.5541312,2023-01-01,Asiste Policia y Libera,Esteban Gascon
-38.00002,-57.55019,2023-01-01,Se Realiza Seguimiento del Evento,Belgrano
-37.99012,-57.54942,2023-01-01,Se Realiza Seguimiento del Evento,Avenida Libertad
-37.99447,-57.56564,2023-01-01,No Asiste,San Juan
-38.00746,-57.57334,2023-01-01,No Asiste,Funes Gregorio
-37.98546,-57.56539,2023-01-01,No Asiste,Tres de 02
-37.96903,-57.59465,2023-01-01,No Asiste,Balcarce
-38.000949,-57.5415961,2023-01-01,Asiste Policia y Libera,Buenos Aires
-38.00806,-57.55668,2023-01-01,Asiste Policia y Libera,Castelli Juan Jose
-37.95204,-57.53837,2023-01-01,Asiste Policia y Libera,Tomas Manuel De Anchorena
-38.02632,-57.63389,2023-01-01,Asiste Policia y Libera,Ignacio Olan
-37.932353,-57.5315803,2023-01-01,Asiste Policia y Libera,Calle 4
-37.95204,-57.53837,2023-01-01,Asiste Policia y Libera,Tomas Manuel De Anchorena
-37.98849,-57.61338,2023-01-01,Persecucion Y Detencion,Rodriguez Pe̱a
-37.99648,-57.56158,2023-01-01,Asiste Policia y Libera,Bolivar
-38.02964,-57.56576,2023-01-01,Asiste Policia y Libera,Esteban Echeverria
-37.9758,-57.59148,2023-01-01,Asiste Policia y Libera,Venticinco de 05
-38.01511,-57.60215,2023-01-01,Se Realiza Seguimiento del Evento,Leonardo Rosales
-38.00262,-57.58064,2023-01-01,Asiste Policia y Libera,Don Bosco
-38.044272,-57.5928084,2023-01-01,Hallazgo Automotor,Hipolito Bouchard
-37.99466,-57.62409,2023-01-01,Asiste Policia y Libera,Calle 228
-38.0739,-57.57074,2023-01-01,Asiste Policia y Libera,Luis Piedrabuena Comandante
-37.9758,-57.59148,2023-01-01,Asiste Policia y Libera,Avenida Fermin Errea
-37.99283,-57.55304,2023-01-01,Asiste Policia y Libera,Nueve de 07
-38.01283,-57.5450599,2023-01-01,Hallazgo Automotor,Alberti Manuel
-37.932353,-57.5315803,2023-01-01,Se Realiza Seguimiento del Evento,Brown Almirante
-38.00629,-57.5822,2023-01-01,Asiste Policia y Libera,Neuquen
-38.02476,-57.61709,2023-01-01,Asiste Policia y Libera,Benito Linch
-38.06124,-57.57373,2023-01-01,Asiste Policia y Libera,Posadas
-38.03511,-57.57564,2023-01-01,Asiste Policia y Libera,General Manuel N. Savio
-38.047249,-57.5683127,2023-01-01,Asiste Policia y Libera,Lebensohn Moises
-38.00413,-57.54646,2023-01-01,Asiste Policia y Libera,Bolivar
-38.0152,-57.54696,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Las Heras
-37.98875,-57.54973,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Maipu
-38.042963,-57.5947315,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Eduardo G. Carasa
-38.01177,-57.60143,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Avenida Vertiz
-37.97481,-57.59346,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Grecia
-37.97481,-57.59346,2023-01-01,Asiste Policia y Libera,Avenida Pedro Luro
-38.05317,-57.56047,2023-01-01,Asiste Policia y Libera,De La Plaza Fortunato
-38.06228,-57.54827,2023-01-01,Asiste Policia y Libera,De La Plaza Fortunato
-37.9939,-57.56234,2023-01-01,Asiste Policia y Libera,Funes Gregorio
-37.965546,-57.5534873,2023-01-01,Asiste Policia y Libera,Carlos Tejedor
-37.96554,-57.55348,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Carlos Tejedor
-38.049688,-57.558046,2023-01-01,Se Realiza Seguimiento del Evento,Tomas Alva Edison
-38.009231,-57.5477932,2023-01-01,Asiste Policia y Libera,Buenos Aires
-37.95388,-57.61199,2023-01-01,Asiste Policia y Libera,Avenida Fermin Errea
-37.97446,-57.60745,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Avenida Colon
-38.063469,-57.5467061,2023-01-01,Asiste Policia y Libera,Eduardo G. Carasa
-37.95077,-57.60493,2023-01-01,LPR - Vehiculo Interceptado,Rio Negro
-38.07235,-57.57281,2023-01-01,Hallazgo Automotor,El Churrinche
-38.02247,-57.53033,2023-01-01,Hallazgo Automotor,Alvarado Rudecindo
-38.05621,-57.5494,2023-01-01,Asiste Policia y Libera,Luis Piedrabuena Comandante
-37.99365,-57.54924,2023-01-01,Asiste Policia y Libera,Catamarca
-38.04157,-57.55166,2023-01-01,Asiste Policia y Libera,Jose Dutto Padre
-38.01944,-57.56304,2023-01-01,Asiste Policia y Libera,Cordoba
-37.97387,-57.5461575,2023-01-01,Asiste Policia y Libera,Concepcion Arenal
-38.04807,-57.57421,2023-01-01,Hallazgo Automotor,Marcelo T. De Alvear
-38.0139,-57.56277,2023-01-01,No Asiste,Manuel Quintana
-38.005719,-57.5957701,2023-01-01,Asiste Policia y Libera,Reforma Universitaria
-37.97979,-57.55654,2023-01-01,Asiste Policia y Libera,Brandsen
-37.99126,-57.55175,2023-01-01,No Asiste,Jujuy
-38.02645,-57.58027,2023-01-01,Asiste Policia y Libera,San Salvador
-38.0091,-57.59982,2023-01-01,Asiste Policia y Libera,Hernandarias
-38.01039,-57.5389,2023-01-01,Asiste Policia y Libera,Brown Almirante
-37.99596,-57.62236,2023-01-01,Asiste Policia y Libera,Yapeyu
-38.02059,-57.6035938,2023-01-01,Asiste Policia y Libera,Polonia
-38.0188,-57.52877,2023-01-01,Asiste Policia y Libera,Leandro N. Alem
-38.00105,-57.58379,2023-01-01,Asiste Policia y Libera,Primero de Mayo
-37.99448,-57.57694,2023-01-01,Asiste Policia y Libera,Francia
-38.056516,-57.6109001,2023-01-01,Hallazgo Automotor,Soler Miguel
-37.96938,-57.56383,2023-01-01,Asiste Policia y Libera,Benito Juarez
-37.999288,-57.5538767,2023-01-01,LPR - Se realiza seguimiento del vehiculo,La Rioja
-38.04434,-57.55827,2023-01-01,Asiste Policia y Libera,Juan Bautista Azopardo
-37.99053,-57.55542,2023-01-01,Asiste Policia y Libera,Tres de 02
-38.00158,-57.55144,2023-01-01,Se Realiza Seguimiento del Evento,Mitre Bartolome
-37.980841,-57.5588055,2023-01-01,Asiste Policia y Libera,Misiones
-37.97889,-57.55164,2023-01-01,Se Realiza Seguimiento del Evento,Santa Cruz
-37.992435,-57.6063614,2023-01-01,Hallazgo Automotor,Paula Albarracin
-38.032577,-57.5876566,2023-01-01,Hallazgo Automotor,Jacinto Peralta Ramos
-37.91411,-57.54999,2023-01-01,Asiste Policia y Libera,Ringuelet Raul
-38.02509,-57.57864,2023-01-01,Asiste Policia y Libera,Hernandarias
-37.96887,-57.54248,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Aragon
-38.041544,-57.5482786,2023-01-01,Asiste Policia y Libera,Doce de 10
-37.9969,-57.55631,2023-01-01,Asiste Policia y Libera,Belgrano
-38.010088,-57.5371577,2023-01-01,Asiste Policia y Libera,Martin Miguel De Guemes
-37.95602,-57.55024,2023-01-01,Asiste Policia y Libera,General Jose Gervasio Artigas
-38.02433,-57.60568,2023-01-01,Asiste Policia y Libera,Herminia Brumana
-37.99674,-57.6282,2023-01-01,Asiste Policia y Libera,Tripulantes Del Fournier
-38.01385,-57.58154,2023-01-01,Asiste Policia y Libera,Gaboto
-38.00519,-57.55577,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Hipolito Yrigoyen
-38.05029,-57.55209,2023-01-01,Asiste Policia y Libera,Pescadores
-38.014816,-57.5721925,2023-01-01,Asiste Policia y Libera,General 07 Argentino Roca
-38.02982,-57.5346,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Guillermo Volpe
-37.95389,-57.5457,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Jose Zacagnini
-37.97703,-57.54872,2023-01-01,Asiste Policia y Libera,Jose Marmol
-37.99033,-57.58071,2023-01-01,Asiste Policia y Libera,Falucho
-38.06834,-57.54904,2023-01-01,Asiste Policia y Libera,Sicilia
-38.03436,-57.55604,2023-01-01,Asiste Policia y Libera,El Cano
-38.00061,-57.61793,2023-01-01,Asiste Policia y Libera,Arturo Martin Jauretche
-37.97102,-57.56936,2023-01-01,Asiste Policia y Libera,Tierra Del Fuego
-38.011749,-57.5427843,2023-01-01,Asiste Policia y Libera,Olavarria
-37.99649816552656,-57.543329275968624,2023-01-01,Asiste Policia y Libera,Santiago Del Estero
-37.99834,-57.57156,2023-01-01,Asiste Policia y Libera,Chaco
-37.962936,-57.5853132,2023-01-01,Asiste Policia y Libera,Tres de 02
-38.09286,-57.54844,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Diagonal Dalmacio Velez Sarsfield
-38.010241,-57.5457799,2023-01-01,Asiste Policia y Libera,Rawson
-38.005884,-57.5720202,2023-01-01,Asiste Policia y Libera,Rodriguez Pe̱a
-37.96394,-57.55662,2023-01-01,Asiste Policia y Libera,General Jose Gervasio Artigas
-37.99901,-57.55661,2023-01-01,Asiste Policia y Libera,Salta
-37.9628,-57.54565,2023-01-01,Asiste Policia y Libera,Pasteur
-38.00148,-57.57407,2023-01-01,Asiste Policia y Libera,Avellaneda Nicolas
-37.9825,-57.5489,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Catorce de 07
-37.992435,-57.6063614,2023-01-01,Asiste Policia y Libera,Estado De Israel
-38.03032,-57.55608,2023-01-01,Asiste Policia y Libera,Jose Marti
-38.01858,-57.53142,2023-01-01,Asiste Policia y Libera,Carlos Pellegrini
-38.03746,-57.58829,2023-01-01,Asiste Policia y Libera,Ambrosio Bestoso
-38.060471,-57.5455228,2023-01-01,Asiste Policia y Libera,Ciocchini Cleto
-38.04157,-57.55166,2023-01-01,Asiste Policia y Libera,Don Orione
-38.001464,-57.542916,2023-01-01,Detencion,Avenida Colon
-37.990403,-57.5849884,2023-01-01,Asiste Policia y Libera,Juncal
-38.06369,-57.54835,2023-01-01,Asiste Policia y Libera,Lebensohn Moises
-37.99698,-57.56062,2023-01-01,Hallazgo Automotor,Bolivar
-38.047249,-57.5683127,2023-01-01,Asiste Policia y Libera,Alejandro Korn
-38.0474,-57.60262,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Juana Manso
-38.0226,-57.56135,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Corrientes
-37.997093,-57.5491867,2023-01-01,Se Realiza Seguimiento del Evento,Hipolito Yrigoyen
-37.98013,-57.57812,2023-01-01,Asiste Policia y Libera,Malvinas
-38.00459,-57.57238,2023-01-01,Asiste Policia y Libera,General 07 Argentino Roca
-38.03268,-57.54138,2023-01-01,Asiste Policia y Libera,Larrea
-38.026717,-57.5351605,2023-01-01,Asiste Policia y Libera,Manuel Quintana
-38.09618,-57.56355,2023-01-01,Asiste Policia y Libera,Justo Santa Maria De Oro
-37.98742,-57.5499,2023-01-01,Asiste Policia y Libera,Reduccion Nuestra Se̱ora Del Pilar
-37.9688,-57.55613,2023-01-01,No Asiste,Jose Lijo Lopez
-37.99916,-57.5424627,2023-01-01,No Asiste,Avenida Patricio Peralta Ramos
-38.02593,-57.53451,2023-01-01,Asiste Policia y Libera,Leandro N. Alem
-37.96562,-57.59329,2023-01-01,Asiste Policia y Libera,Coronel Suarez Bis
-38.049134,-57.5658079,2023-01-01,Asiste Policia y Libera,Diagonal Cesar Gascon
-37.99448,-57.57694,2023-01-01,Se Realiza Seguimiento del Evento,Esteban Gascon
-38.01232,-57.58007,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Avenida Juan B. Justo
-38.01676,-57.5637,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Almafuerte
-38.00205,-57.55753,2023-01-01,Asiste Policia y Libera,Falucho
-37.997893,-57.5470348,2023-01-01,Secuestro De Vehiculo,Juan Bautista Alberdi
-38.03753,-57.54842,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Solis
-37.98427,-57.59269,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Republica Del Libano
-38.029913,-57.5808377,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Luis Dellepiane
-38.04247,-57.56419,2023-01-01,Asiste Policia y Libera,Alejandro Korn
-37.89931,-57.53337,2023-01-01,Asiste Policia y Libera,Calle 17
-37.995586,-57.583558,2023-01-01,Asiste Policia y Libera,Alvarado Rudecindo
-38.0065,-57.60843,2023-01-01,Asiste Policia y Libera,Cno. Ruta 88 A Calle Lib. Gral. San Martin
-37.97411,-57.59438,2023-01-01,Asiste Policia y Libera,Arturo Alio
-38.10113,-57.59104,2023-01-01,Asiste Policia y Libera,Calle 451
-38.03753,-57.54842,2023-01-01,No Asiste,Solis
-38.01665,-57.53969,2023-01-01,Asiste Policia y Libera,Viamonte
-37.923892,-57.5427289,2023-01-01,Hallazgo Automotor,
-38.006956,-57.5871294,2023-01-01,Asiste Policia y Libera,Almafuerte
-37.97253,-57.5975,2023-01-01,No Asiste,Luciano Arrue
-38.006786,-57.5613468,2023-01-01,Asiste Policia y Libera,Castelli Juan Jose
-38.041544,-57.5482786,2023-01-01,No Asiste,Doce de 10
-37.96313,-57.55158,2023-01-01,Detencion,Carlos Tejedor
-37.970982,-57.5651146,2023-01-01,Asiste Policia y Libera,Chile
-37.99999,-57.56158,2023-01-01,Se Realiza Seguimiento del Evento,20 De Setiembre
-38.06976,-57.55895,2023-01-01,Asiste Policia y Libera,Mario Bravo
-38.05353,-57.54781,2023-01-01,Asiste Policia y Libera,Juan Bautista Azopardo
-37.997962,-57.5542638,2023-01-01,Asiste Policia y Libera,Avenida Independencia
-38.00735,-57.54487,2023-01-01,Asiste Policia y Libera,Tucuman
-37.997633,-57.5795038,2023-01-01,Asiste Policia y Libera,Garay Juan De
-38.0018,-57.54881,2023-01-01,Se Realiza Seguimiento del Evento,Moreno
-37.969243,-57.5905714,2023-01-01,Asiste Policia y Libera,Arturo Alio
-38.02715,-57.5810893,2023-01-01,Asiste Policia y Libera,Avenida Vertiz
-38.03043,-57.54803,2023-01-01,Se Realiza Seguimiento del Evento,General Paunero
-38.07299,-57.54974,2023-01-01,Se Realiza Seguimiento del Evento,Jose Eusebio Colombres
-38.00641,-57.57539,2023-01-01,Asiste Policia y Libera,Saavedra Cornelio
-38.0758,-57.54658,2023-01-01,Asiste Policia y Libera,Ricardo Guiraldes
-38.02454,-57.59141,2023-01-01,Asiste Policia y Libera,Udine
-37.97169,-57.56147,2023-01-01,Asiste Policia y Libera,Tomas Falkner
-37.96835,-57.58125,2023-01-01,Asiste Policia y Libera,Necochea
-38.03043,-57.54803,2023-01-01,Asiste Policia y Libera,General Paunero
-37.986859,-57.6061343,2023-01-01,Asiste Policia y Libera,Bordabehere Enzo
-38.03369,-57.55524,2023-01-01,LPR - Vehiculo Interceptado,Gaboto
-38.069764,-57.5589575,2023-01-01,Asiste Policia y Libera,Bravo Mario
-38.0189,-57.5711611,2023-01-01,Hallazgo Automotor,Federico C. Beltrami Ingeniero
-38.0211,-57.57024,2023-01-01,Asiste Policia y Libera,Solis
-38.02644,-57.57175,2023-01-01,Asiste Policia y Libera,Luis Dellepiane
-38.022444,-57.5712096,2023-01-01,Asiste Policia y Libera,Buenos Aires
-38.02095,-57.56005,2023-01-01,No Asiste,Corrientes
-38.08362,-57.54132,2023-01-01,Asiste Policia y Libera,Bravo Mario
-37.99796,-57.58548,2023-01-01,Asiste Policia y Libera,Roca 07
-37.99602,-57.62572,2023-01-01,Asiste Policia y Libera,Calle 228
-38.05361,-57.55283,2023-01-01,Asiste Policia y Libera,Federico C. Beltrami Ingeniero
-37.97016,-57.54456,2023-01-01,Asiste Policia y Libera,Avenida Constitucion
-38.07543,-57.55133,2023-01-01,Asiste Policia y Libera,Bravo Mario
-38.0361,-57.58664,2023-01-01,Hallazgo Automotor,Ambrosio Bestoso
-38.07545,-57.56594,2023-01-01,Asiste Policia y Libera,Los Cha̱ares
-37.94846,-57.59634,2023-01-01,Asiste Policia y Libera,Florisbelo Acosta
-37.9926,-57.55569,2023-01-01,Asiste Policia y Libera,Salta
-38.09519,-57.5522,2023-01-01,Asiste Policia y Libera,Juan Jose Valle
-37.9693,-57.57496,2023-01-01,Asiste Policia y Libera,French Domingo
-37.9853,-57.54555,2023-01-01,Asiste Policia y Libera,Brandsen
-37.9661,-57.58789,2023-01-01,Asiste Policia y Libera,Bordabehere Enzo
-38.006786,-57.5613468,2023-01-01,Asiste Policia y Libera,Castelli Juan Jose
-37.966872,-57.6224621,2023-01-01,Asiste Policia y Libera,Eduardo Wilde
-38.099408,-57.5581061,2023-01-01,Asiste Policia y Libera,Ruta 11
-38.033221,-57.5799064,2023-01-01,Asiste Policia y Libera,General Rafael De Riego
-37.94385,-57.56991,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Jose Zacagnini
-37.99483,-57.55607,2023-01-01,Asiste Policia y Libera,San Martin
-38.04132,-57.58313,2023-01-01,Se Realiza Seguimiento del Evento,General Manuel N. Savio
-37.96945,-57.59218,2023-01-01,Se Realiza Seguimiento del Evento,Pedro Bouchez
-37.9962,-57.55997,2023-01-01,Se Realiza Seguimiento del Evento,Catorce de 07
-38.01275,-57.54078,2023-01-01,Se Realiza Seguimiento del Evento,Olavarria
-37.963516,-57.557689,2023-01-01,Se Realiza Seguimiento del Evento,Marcos Sastre
-38.02948,-57.60046,2023-01-01,Asiste Policia y Libera,Sicilia
-37.88079,-57.60941,2023-01-01,Asiste Policia y Libera,Nahuel Huapi
-37.97257,-57.61578,2023-01-01,Asiste Policia y Libera,Falucho
-38.03888,-57.55006,2023-01-01,Asiste Policia y Libera,Jose Dutto Padre
-38.032407,-57.5569641,2023-01-01,Asiste Policia y Libera,Cerrito
-37.92758,-57.5304,2023-01-01,Se Realiza Seguimiento del Evento,Costa Atlantica
-38.0494,-57.54485,2023-01-01,Asiste Policia y Libera,Bermejo
-38.03262,-57.58584,2023-01-01,Se Realiza Seguimiento del Evento,Eduardo G. Carasa
-37.995914,-57.5583435,2023-01-01,Asiste Policia y Libera,Belgrano
-38.01028,-57.56991,2023-01-01,Se Realiza Seguimiento del Evento,Manuel Quintana
-37.94695,-57.5352,2023-01-01,Asiste Policia y Libera,Avenida Felix U. Camet
-38.02848,-57.58446,2023-01-01,Asiste Policia y Libera,Leonardo Rosales
-38.02996,-57.59308,2023-01-01,Asiste Policia y Libera,Lebensohn Moises
-37.963093,-57.5406799,2023-01-01,Asiste Policia y Libera,Jose Zacagnini
-37.999956,-57.5459363,2023-01-01,Asiste Policia y Libera,Mitre Bartolome
-37.96207,-57.60724,2023-01-01,Asiste Policia y Libera,Balcarce
-38.0278,-57.58365,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Hipolito Bouchard
-37.95718,-57.53922,2023-01-01,LPR - Se realiza seguimiento del vehiculo,Avenida Felix U. Camet
-37.98517,-57.57515,2023-01-01,Se Realiza Seguimiento del Evento,Malvinas
-38.03763,-57.55345,2023-01-01,Se Realiza Seguimiento del Evento,Don Orione
-38.004888,-57.5541312,2023-01-01,Asiste Policia y Libera,Esteban Gascon
-38.01441,-57.54632,2023-01-01,Asiste Policia y Libera,Alvarado Rudecindo
-38.02059,-57.6035938,2023-01-01,Asiste Policia y Libera,De La Plaza Fortunato
-38.02133,-57.6113,2023-01-01,Hallazgo Automotor,Florencio Martinez De Hoz
-38.025692,-57.5596354,2023-01-01,Asiste Policia y Libera,Pringles
-38.10423,-57.58435,2023-01-01,Asiste Policia y Libera,Calle 13
-38.00974,-57.5835,2023-01-01,Asiste Policia y Libera,Avenida Juan B. Justo
-38.01382,-57.60557,2023-01-01,Asiste Policia y Libera,Tripulantes Del Fournier
-38.0523,-57.55286,2023-01-01,Se Realiza Seguimiento del Evento,Federico C. Beltrami Ingeniero
-38.04684,-57.57926,2023-01-01,Asiste Policia y Libera,Santa Cecilia
-38.0523,-57.55286,2023-01-01,Asiste Policia y Libera,Federico C. Beltrami Ingeniero
-37.95648,-57.61122,2023-01-01,Hallazgo Automotor,Colombia
-37.99362,-57.55368,2023-01-01,Se Realiza Seguimiento del Evento,Jujuy
-37.99827,-57.56728,2023-01-01,Se Realiza Seguimiento del Evento,Esteban Gascon
-38.077284,-57.5496172,2023-01-01,Se Realiza Seguimiento del Evento,Jose Agustin De La Maza
-37.96982,-57.58942,2023-01-01,Se Realiza Seguimiento del Evento,Grecia
-37.99393,-57.59328,2023-01-01,Asiste Policia y Libera,Avenida San Marcelino Champagnat
-37.99712,-57.60199,2023-01-01,Asiste Policia y Libera,Loberia
-37.99667,-57.62487,2023-01-01,Asiste Policia y Libera,Hipolito Bouchard
-37.980502,-57.5529248,2023-01-01,Detencion,Beruti Antonio Luis
-38.00098,-57.57508,2023-01-01,Asiste Policia y Libera,Misiones
-38.09213,-57.55505,2023-01-01,Asiste Policia y Libera,Federico Serrano
-38.04423,-57.5464,2023-01-01,Asiste Policia y Libera,Magallanes
-37.99997,-57.61191,2023-01-01,Asiste Policia y Libera,Canessa
-37.9924,-57.58102,2023-01-01,Se Realiza Seguimiento del Evento,Chile
-37.9758,-57.59148,2023-01-01,Asiste Policia y Libera,Enrique Angelelli Monse̱or
-38.05851,-57.56035,2023-01-01,Se Realiza Seguimiento del Evento,Federico C. Beltrami Ingeniero
-38.06834,-57.54904,2023-01-01,Se Realiza Seguimiento del Evento,Eduardo Perez Bulnes
-38.05992,-57.56533,2023-01-01,Se Realiza Seguimiento del Evento,Willian C Morris
-38.02846,-57.57418,2023-01-01,Asiste Policia y Libera,Luis Dellepiane
-38.03267,-57.59116,2023-01-01,Asiste Policia y Libera,Gonzalez Chavez
-37.94254,-57.5562,2023-01-01,Asiste Policia y Libera,Gandhi Mahatma
-38.03646,-57.56186,2023-01-01,Asiste Policia y Libera,Hernandarias
-37.97639,-57.62754,2023-01-01,Asiste Policia y Libera,Colombia
-37.97091,-57.56084,2023-01-01,Se Realiza Seguimiento del Evento,Matias Strobel
-38.02172,-57.54944,2023-01-01,Asiste Policia y Libera,Alsina
-37.98093,-57.57877,2023-01-01,Asiste Policia y Libera,Malvinas
-38.01497,-57.5650424,2023-01-01,Hallazgo Automotor,Hipolito Yrigoyen
-37.95795,-57.6266578,2023-01-01,Secuestro De Vehiculo,San Martin
-38.00307,-57.55548,2023-01-01,Hallazgo Automotor,Falucho
-38.001552,-57.5471858,2023-01-01,Asiste Policia y Libera,Santiago Del Estero
-38.03201,-57.5955,2023-01-01,Hallazgo Automotor,Genova
-37.99078,-57.56405,2023-01-01,Asiste Policia y Libera,San Martin
-37.96418,-57.58067,2023-01-01,Asiste Policia y Libera,Estado De Israel
-38.02689,-57.55501,2023-01-01,Se Realiza Seguimiento del Evento,Larrea
-37.964103,-57.6145542,2023-01-01,Asiste Policia y Libera,Portugal
-37.97731,-57.55035,2023-01-01,Asiste Unidad Sanitaria y No Traslada,Derqui
-38.09308,-57.54898,2023-01-01,Asiste Policia y Libera,Diagonal Estados Unidos De Norteamerica
-38.00591,-57.67797,2023-01-01,Asiste Unidad Sanitaria y No Traslada,La Gaviota
-38.06162,-57.54913,2023-01-01,Asiste Policia y Libera,Valentin Vergara
-37.9676,-57.56519,2023-01-01,Asiste Policia y Libera,Geronimo Rejon
-38.01092,-57.53785,2023-01-01,Asiste Policia y Libera,Brown Almirante
-37.95327,-57.60441,2023-01-01,LPR - Vehiculo Interceptado,Santa Fe
-38.01481,-57.57219,2023-01-01,Asiste Policia y Libera,Avenida Juan Jose Paso
-37.97939,-57.55063,2023-01-01,Asiste Policia y Libera,Funes Gregorio
-38.01885,-57.62318,2023-01-01,Se Realiza Seguimiento del Evento,Marcelo 07 Fitte
-38.02109,-57.55733,2023-01-01,Asiste Policia y Libera,laprida
-37.987541,-57.5881438,2023-01-01,Se Realiza Seguimiento del Evento,Olazabal Felix De
-37.95027,-57.61906,2023-01-01,Persecucion Y Detencion,Mario Abel Amaya Diputado
-37.978019,-57.6005163,2023-01-01,Asiste Policia y Libera,Belgrano
-38.02754,-57.55974,2023-01-01,Asiste Policia y Libera,Arenales
-37.997898,-57.5612653,2023-01-01,Asiste Policia y Libera,Avenida Colon
-38.05841,-57.55534,2023-01-01,Se Realiza Seguimiento del Evento,Lebensohn Moises
-38.020955,-57.560052,2023-01-01,Hallazgo Automotor,Vieytes
-38.03267,-57.59116,2023-01-01,Hallazgo Automotor,Gonzalez Chavez
-37.9611,-57.61352,2023-01-01,Hallazgo Automotor,Colombia
-38.002141,-57.6004918,2023-01-01,No Asiste,Doce de 10
-38.008257,-57.5385752,2023-01-01,Asiste Policia y Libera,Avenida Patricio Peralta Ramos
-37.9799,-57.59909,2023-01-01,No Asiste,Brown Almirante
-38.04383,-57.56582,2023-01-01,Se Realiza Seguimiento del Evento,Tripulantes Del Fournier
-38.03791,-57.58067,2023-01-01,Asiste Policia y Libera,De La Plaza Fortunato
-37.963093,-57.5406799,2023-01-01,Se Realiza Seguimiento del Evento,Avenida Felix U. Camet
-37.9753,-57.59247,2023-01-01,Se Realiza Seguimiento del Evento,Paula Albarracin
-38.03379,-57.56026,2023-01-01,Asiste Policia y Libera,Jose Marti
-37.97645,-57.60344,2023-01-01,Asiste Policia y Libera,Don Bosco
-37.97551,-57.57154,2023-01-01,Asiste Policia y Libera,Tierra Del Fuego
-38.0606,-57.56616,2023-01-01,Asiste Policia y Libera,Figueroa Alcorta
-37.9674,-57.59191,2023-01-01,Asiste Policia y Libera,Termas De Rio Hondo
-38.10785,-57.57827,2023-01-01,Asiste Policia y Libera,Calle 2
-37.99574,-57.57225,2023-01-01,No Asiste,Italia
-37.99151,-57.54903,2023-01-01,Asiste Policia y Libera,Balcarce
-38.0639,-57.54683,2023-01-01,Asiste Policia y Libera,Avenida de los Trabajadores
-38.05304,-57.55702,2023-01-01,Asiste Policia y Libera,Figueroa Alcorta
-37.94852,-57.59093,2023-01-01,Asiste Policia y Libera,Catorce de 07
-38.1058,-57.5784,2023-01-01,No Asiste,Calle 4
-37.95005,-57.59758,2023-01-01,Se Realiza Seguimiento del Evento,Jose Cardiel Padre
